Time,Corr Lap Dist,Math Inverse Corner Radius,Vehicle Speed,Yaw Velocity
58.8,2412.792,-0.02587293,94.7,0.62
58.82,2413.32,-0.026290637,94.6,0.63
58.84,2413.843,-0.024788437,94.5,0.63
58.86,2414.367,-0.023816854,94.4,0.64
58.88,2414.89,-0.025490993,94.4,0.64
58.9,2415.414,-0.026255967,94.3,0.65
58.92,2415.937,-0.026855978,94.2,0.65
58.94,2416.46,-0.026178886,94.1,0.66
58.96,2416.984,-0.024324846,94.1,0.65
58.98,2417.507,-0.024957302,94,0.64
59,2418.031,-0.026170667,94,0.63
59.02,2418.546,-0.027020992,93.9,0.64
59.04,2419.07,-0.025982873,93.8,0.64
59.06,2419.593,-0.023859792,93.7,0.65
59.08,2420.109,-0.023560384,93.7,0.65
59.1,2420.632,-0.02503491,93.6,0.65
59.12,2421.148,-0.02649839,93.5,0.65
59.14,2421.671,-0.026842447,93.4,0.67
59.16,2422.187,-0.026154997,93.3,0.69
59.18,2422.707,-0.024959987,93.3,0.71
59.2,2423.222,-0.024117895,93.2,0.7
59.22,2423.738,-0.024651843,93.1,0.69
59.24,2424.253,-0.025556908,93.1,0.66
59.26,2424.769,-0.026671637,93.1,0.64
59.28,2425.292,-0.026792617,93,0.65
59.3,2425.808,-0.026246278,92.9,0.67
59.32,2426.324,-0.028250614,92.8,0.72
59.34,2426.832,-0.028565492,92.6,0.75
59.36,2427.347,-0.028125306,92.5,0.78
59.38,2427.863,-0.027415107,92.4,0.79
59.4,2428.378,-0.026585081,92.4,0.77
59.42,2428.886,-0.026725629,92.4,0.74
59.44,2429.402,-0.028627754,92.3,0.68
59.46,2429.917,-0.028501384,92.3,0.64
59.48,2430.425,-0.028073451,92.2,0.63
59.5,2430.941,-0.026192346,92.1,0.63
59.52,2431.449,-0.025501838,92.1,0.65
59.54,2431.964,-0.024788523,92,0.65
59.56,2432.468,-0.0257703,91.9,0.66
59.58,2432.976,-0.026262448,91.9,0.67
59.6,2433.492,-0.02697059,91.8,0.7
59.62,2434,-0.026893397,91.7,0.71
59.64,2434.507,-0.025332276,91.6,0.71
59.66,2435.015,-0.024893889,91.5,0.7
59.68,2435.523,-0.027814678,91.5,0.69
59.7,2436.031,-0.028865399,91.4,0.69
59.72,2436.539,-0.028639645,91.4,0.68
59.74,2437.046,-0.026976407,91.3,0.67
59.76,2437.554,-0.02607326,91.2,0.67
59.78,2438.062,-0.027643454,91.2,0.67
59.8,2438.57,-0.028040442,91.2,0.67
59.82,2439.07,-0.027589181,91.1,0.67
59.84,2439.578,-0.026426826,91.1,0.67
59.86,2440.085,-0.025563194,91,0.66
59.88,2440.593,-0.027516101,90.9,0.66
59.9,2441.093,-0.027445225,90.9,0.65
59.92,2441.597,-0.026310985,90.9,0.65
59.94,2442.097,-0.027744034,90.9,0.66
59.96,2442.605,-0.026842084,90.8,0.67
59.98,2443.113,-0.027254962,90.8,0.68
60,2443.613,-0.028108123,90.8,0.68
60.02,2444.121,-0.026459779,90.7,0.69
60.04,2444.621,-0.026737271,90.8,0.68
60.06,2445.128,-0.026861291,90.8,0.67
60.08,2445.628,-0.026646483,90.8,0.65
60.1,2446.136,-0.027802763,90.8,0.64
60.12,2446.636,-0.028042889,90.8,0.65
60.14,2447.144,-0.027769567,90.8,0.66
60.16,2447.652,-0.025802299,90.8,0.67
60.18,2448.152,-0.025209524,90.8,0.67
60.2,2448.66,-0.026700532,90.9,0.67
60.22,2449.16,-0.026114915,90.9,0.65
60.24,2449.667,-0.025914328,91,0.63
60.26,2450.175,-0.025459896,91,0.63
60.28,2450.683,-0.025433696,91,0.64
60.3,2451.179,-0.025376704,91.1,0.64
60.32,2451.687,-0.025028539,91.2,0.64
60.34,2452.195,-0.02579029,91.3,0.66
60.36,2452.703,-0.026282317,91.4,0.68
60.38,2453.21,-0.026386572,91.6,0.69
60.4,2453.726,-0.024332703,91.8,0.69
60.42,2454.234,-0.023602788,91.9,0.68
60.44,2454.75,-0.025314189,92.2,0.68
60.46,2455.257,-0.025575324,92.4,0.67
60.48,2455.773,-0.025423261,92.6,0.66
60.5,2456.289,-0.026042629,92.8,0.66
60.52,2456.804,-0.025485045,93,0.68
60.54,2457.32,-0.024924211,93.1,0.69
60.56,2457.843,-0.022947565,93.4,0.68
60.58,2458.359,-0.022135054,93.7,0.66
60.6,2458.882,-0.024307639,93.9,0.64
60.62,2459.406,-0.026572448,94.2,0.64
60.64,2459.929,-0.025019763,94.3,0.65
60.66,2460.453,-0.023344722,94.5,0.67
60.68,2460.98,-0.022491169,94.7,0.69
60.7,2461.503,-0.023782498,95,0.72
60.72,2462.035,-0.024705135,95.3,0.72
60.74,2462.566,-0.022820978,95.5,0.68
60.76,2463.097,-0.022409828,95.8,0.65
60.78,2463.628,-0.025153028,96,0.65
60.8,2464.167,-0.024398818,96.3,0.66
60.82,2464.707,-0.025174854,96.6,0.66
60.84,2465.238,-0.021993957,96.8,0.66
60.86,2465.777,-0.022784668,97.1,0.68
60.88,2466.324,-0.025124314,97.3,0.68
60.9,2466.863,-0.024342771,97.6,0.67
60.92,2467.41,-0.022900909,97.9,0.65
60.94,2467.957,-0.022066422,98.2,0.63
60.96,2468.503,-0.022847081,98.4,0.61
60.98,2469.05,-0.024137509,98.8,0.59
61,2469.597,-0.023866593,99,0.6
61.02,2470.148,-0.022901928,99.2,0.62
61.04,2470.703,-0.0218335,99.5,0.66
61.06,2471.25,-0.021750471,99.7,0.69
61.08,2471.812,-0.022489461,100,0.69
61.1,2472.367,-0.022103964,100.4,0.66
61.12,2472.921,-0.022289359,100.6,0.63
61.14,2473.484,-0.022660581,100.8,0.61
61.16,2474.046,-0.022949777,101.1,0.6
61.18,2474.609,-0.022457064,101.4,0.6
61.2,2475.171,-0.021398573,101.6,0.6
61.22,2475.742,-0.020771081,101.9,0.6
61.24,2476.312,-0.021332648,102.2,0.6
61.26,2476.875,-0.021492704,102.4,0.6
61.28,2477.445,-0.0211015,102.7,0.6
61.3,2478.023,-0.020472958,102.9,0.61
61.32,2478.593,-0.019830198,103.2,0.6
61.34,2479.171,-0.019587173,103.5,0.59
61.36,2479.738,-0.021459689,103.8,0.59
61.38,2480.316,-0.021695733,104,0.59
61.4,2480.902,-0.02201709,104.2,0.62
61.42,2481.48,-0.020581315,104.5,0.65
61.44,2482.058,-0.020597009,104.7,0.68
61.46,2482.644,-0.020464424,105.1,0.66
61.48,2483.23,-0.02085708,105.3,0.63
61.5,2483.816,-0.021442821,105.6,0.62
61.52,2484.402,-0.020065523,105.9,0.61
61.54,2484.996,-0.019827836,106.2,0.61
61.56,2485.582,-0.020223956,106.4,0.63
61.58,2486.175,-0.021315189,106.6,0.66
61.6,2486.769,-0.020719983,106.9,0.68
61.62,2487.363,-0.019711677,107.1,0.69
61.64,2487.964,-0.020746762,107.4,0.71
61.66,2488.558,-0.020453484,107.7,0.7
61.68,2489.156,-0.019412421,107.9,0.67
61.7,2489.757,-0.01937721,108.2,0.64
61.72,2490.359,-0.020321313,108.5,0.61
61.74,2490.968,-0.02149514,108.8,0.61
61.76,2491.57,-0.017285693,109,0.61
61.78,2492.179,-0.018702521,109.2,0.62
61.8,2492.789,-0.018066949,109.4,0.62
61.82,2493.398,-0.018280646,109.7,0.61
61.84,2494.007,-0.020318006,110,0.62
61.86,2494.617,-0.019547251,110.2,0.64
61.88,2495.234,-0.018630621,110.5,0.65
61.9,2495.851,-0.018622356,110.7,0.65
61.92,2496.468,-0.019063445,111,0.65
61.94,2497.085,-0.018965528,111.3,0.64
61.96,2497.703,-0.01840256,111.6,0.62
61.98,2498.328,-0.017996786,111.9,0.6
62,2498.941,-0.019425373,112.2,0.59
62.02,2499.566,-0.018102014,112.5,0.58
62.04,2500.199,-0.018729548,112.8,0.58
62.06,2500.824,-0.017362871,113.1,0.59
62.08,2501.457,-0.016921915,113.4,0.59
62.1,2502.082,-0.015825876,113.7,0.57
62.12,2502.722,-0.016990754,114,0.56
62.14,2503.355,-0.016711812,114.4,0.53
62.16,2503.988,-0.017449162,114.6,0.52
62.18,2504.628,-0.017177971,114.9,0.53
62.2,2505.269,-0.015979095,115.2,0.54
62.22,2505.91,-0.015182334,115.5,0.53
62.24,2506.558,-0.015414814,115.9,0.5
62.26,2507.199,-0.015087846,116.2,0.46
62.28,2507.847,-0.014546844,116.5,0.41
62.3,2508.492,-0.013828658,116.8,0.37
62.32,2509.14,-0.013487014,117.2,0.32
62.34,2509.796,-0.013310047,117.5,0.29
62.36,2510.453,-0.01399881,117.8,0.28
62.38,2511.109,-0.014462313,118.2,0.3
62.4,2511.765,-0.01216452,118.5,0.3
62.42,2512.429,-0.011111294,118.8,0.28
62.44,2513.085,-0.011915136,119.2,0.25
62.46,2513.75,-0.014266626,119.6,0.23
62.48,2514.421,-0.012910985,119.9,0.26
62.5,2515.085,-0.011406996,120.2,0.31
62.52,2515.757,-0.011395376,120.5,0.35
62.54,2516.429,-0.01176438,120.8,0.38
62.56,2517.101,-0.011300872,121.3,0.36
62.58,2517.777,-0.011064818,121.6,0.35
62.6,2518.449,-0.010475682,121.9,0.33
62.62,2519.128,-0.010996446,122.3,0.34
62.64,2519.808,-0.010896275,122.6,0.35
62.66,2520.496,-0.010785113,123,0.35
62.68,2521.175,-0.009029072,123.3,0.34
62.7,2521.863,-0.007207871,123.6,0.29
62.72,2522.558,-0.008811226,124,0.24
62.74,2523.246,-0.008137559,124.4,0.22
62.76,2523.941,-0.006863222,124.7,0.24
62.78,2524.628,-0.00676611,124.8,0.27
62.8,2525.324,-0.007409169,125.1,0.32
62.82,2526.027,-0.00693813,125.4,0.37
62.84,2526.722,-0.00675047,125.7,0.43
62.86,2527.414,-0.009742669,125.8,0.41
62.88,2528.117,-0.009836221,125.8,0.41
62.9,2528.812,-0.010485677,125.7,0.4
62.92,2529.515,-0.009241881,125.8,0.42
62.94,2530.21,-0.010310997,126.1,0.41
62.96,2530.914,-0.010370779,126.4,0.38
62.98,2531.617,-0.010237588,126.7,0.34
63,2532.328,-0.009854771,126.9,0.33
63.02,2533.031,-0.009546487,127.3,0.32
63.04,2533.742,-0.009894676,127.5,0.32
63.06,2534.453,-0.008669398,127.8,0.31
63.08,2535.164,-0.008137989,128.2,0.27
63.1,2535.875,-0.007488592,128.5,0.23
63.12,2536.593,-0.007124398,128.7,0.19
63.14,2537.3,-0.005681503,129.1,0.13
63.16,2538.019,-0.004738959,129.4,0.1
63.18,2538.746,-0.004388978,129.6,0.08
63.2,2539.464,-0.004031208,130,0.05
63.22,2540.191,-0.003759155,130.3,0.04
63.24,2540.917,-0.003577123,130.7,0.03
63.26,2541.644,-0.003745512,131,0.04
63.28,2542.371,-0.003770012,131.3,0.07
63.3,2543.105,-0.00348586,131.6,0.08
63.32,2543.832,-0.003567608,131.9,0.1
63.34,2544.574,-0.003377603,132.3,0.11
63.36,2545.308,-0.003104138,132.6,0.11
63.38,2546.042,-0.002896287,132.9,0.11
63.4,2546.781,-0.003045726,133.3,0.11
63.42,2547.523,-0.003157998,133.5,0.11
63.44,2548.265,-0.003196001,133.9,0.11
63.46,2549.015,-0.003264506,134.2,0.11
63.48,2549.757,-0.003340425,134.5,0.12
63.5,2550.507,-0.003309467,134.8,0.12
63.52,2551.257,-0.003301016,135.1,0.13
63.54,2552.015,-0.003280553,135.4,0.15
63.56,2552.765,-0.003461197,135.8,0.15
63.58,2553.523,-0.004032368,136.1,0.16
63.6,2554.281,-0.003822043,136.4,0.17
63.62,2555.039,-0.004001922,136.7,0.18
63.64,2555.8,-0.004158462,137.1,0.18
63.66,2556.558,-0.004447347,137.4,0.17
63.68,2557.324,-0.004982141,137.6,0.15
63.7,2558.089,-0.004995715,138,0.11
63.72,2558.863,-0.004219104,138.4,0.08
63.74,2559.628,-0.003872003,138.7,0.06
63.76,2560.402,-0.003423375,139,0.04
63.78,2561.175,-0.003091918,139.3,0.04
63.8,2561.957,-0.002495432,139.6,0.03
63.82,2562.73,-0.002311538,140,0.04
63.84,2563.511,-0.00210971,140.2,0.04
63.86,2564.292,-0.001860962,140.6,0.04
63.88,2565.074,-0.001514354,140.9,0.04
63.9,2565.851,-0.001450541,141.2,0.04
63.92,2566.64,-0.001181623,141.6,0.04
63.94,2567.429,-0.00125335,141.9,0.04
63.96,2568.218,-0.001146303,142.1,0.04
63.98,2569.007,-0.000934661,142.5,0.03
64,2569.804,-0.001247387,142.8,0.04
64.02,2570.601,-0.001342649,143.1,0.05
64.04,2571.398,0.000150672,143.4,0.03
64.06,2572.195,-0.001065944,143.7,0
64.08,2572.992,-0.00067499,144.1,-0.02
64.1,2573.796,0.000554783,144.4,0.01
64.12,2574.601,0.00060198,144.7,0.03
64.14,2575.402,0.000781628,145,0.05
64.16,2576.207,0.00065065,145.2,0.06
64.18,2577.019,0.000818625,145.6,0.07
64.2,2577.824,0.000565817,145.8,0.08
64.22,2578.636,-8.63E-05,146.2,0.11
64.24,2579.457,-0.000719297,146.5,0.12
64.26,2580.269,-0.001045844,146.8,0.13
64.28,2581.089,-0.002454242,147.1,0.09
64.3,2581.902,-0.002567096,147.4,0.05
64.32,2582.722,-0.002336765,147.7,0.02
64.34,2583.55,-0.001598912,148.1,-0.01
64.36,2584.367,-0.001163894,148.3,-0.02
64.38,2585.195,-0.00094,148.6,-0.04
64.4,2586.023,-0.000131005,149,-0.05
64.42,2586.851,0.000187582,149.2,-0.05
64.44,2587.679,0.000302256,149.5,-0.05
64.46,2588.515,0.00051139,149.8,-0.06
64.48,2589.343,0.000569274,150.1,-0.05
64.5,2590.179,0.000796864,150.4,-0.05
64.52,2591.015,0.000884451,150.6,-0.05
64.54,2591.859,0.000657652,150.9,-0.05
64.56,2592.695,0.000986823,151.3,-0.05
64.58,2593.539,0.001058798,151.6,-0.04
64.6,2594.378,0.001133894,151.8,-0.04
64.62,2595.222,0.001037424,152.1,-0.04
64.64,2596.074,0.00111685,152.4,-0.04
64.66,2596.917,0.0010207,152.7,-0.04
64.68,2597.769,0.000971755,152.9,-0.04
64.7,2598.621,0.000959153,153.2,-0.04
64.72,2599.472,0.000920347,153.5,-0.04
64.74,2600.324,0.000803055,153.8,-0.04
64.76,2601.183,0.000960773,154,-0.04
64.78,2602.042,0.000864731,154.3,-0.04
64.8,2602.902,0.000935697,154.6,-0.04
64.82,2603.757,0.00109308,154.9,-0.04
64.84,2604.617,0.000947368,155.2,-0.04
64.86,2605.484,0.000787156,155.4,-0.04
64.88,2606.343,0.000898203,155.7,-0.03
64.9,2607.21,0.000856327,156,-0.03
64.92,2608.078,0.000721928,156.2,-0.03
64.94,2608.953,0.000744043,156.5,-0.03
64.96,2609.82,0.000886709,156.8,-0.03
64.98,2610.695,0.000904607,157,-0.03
65,2611.562,0.000711172,157.3,-0.03
65.02,2612.445,0.000897376,157.5,-0.03
65.04,2613.316,0.000846736,157.8,-0.03
65.06,2614.191,0.000679395,158.1,-0.03
65.08,2615.074,0.000737158,158.4,-0.02
65.1,2615.957,0.000693063,158.6,-0.02
65.12,2616.839,0.000673122,158.8,-0.02
65.14,2617.722,0.000743727,159.1,-0.02
65.16,2618.605,0.000608643,159.4,-0.03
65.18,2619.488,0.000642161,159.6,-0.03
65.2,2620.378,0.000660167,159.9,-0.03
65.22,2621.269,0.000522232,160.1,-0.02
65.24,2622.16,0.000437743,160.4,-0.02
65.26,2623.046,0.000525208,160.6,-0.02
65.28,2623.945,0.00052681,160.9,-0.03
65.3,2624.835,0.000621198,161.1,-0.03
65.32,2625.734,0.000598382,161.4,-0.03
65.34,2626.632,0.000529199,161.6,-0.02
65.36,2627.531,0.000643307,161.9,-0.03
65.38,2628.429,0.00061182,162.1,-0.03
65.4,2629.335,0.000587046,162.3,-0.03
65.42,2630.234,0.000530977,162.5,-0.03
65.44,2631.14,0.000676181,162.8,-0.03
65.46,2632.042,0.000738651,163,-0.03
65.48,2632.949,0.00061556,163.3,-0.03
65.5,2633.855,0.000569718,163.5,-0.03
65.52,2634.769,0.000668132,163.7,-0.03
65.54,2635.675,0.000592253,163.9,-0.03
65.56,2636.589,0.000572912,164.2,-0.03
65.58,2637.503,0.000694238,164.4,-0.03
65.6,2638.417,0.000670529,164.6,-0.03
65.62,2639.332,0.000603854,164.9,-0.03
65.64,2640.253,0.000653125,165.1,-0.03
65.66,2641.167,0.000638206,165.3,-0.03
65.68,2642.085,0.000623442,165.5,-0.03
65.7,2643.007,0.000570447,165.7,-0.03
65.72,2643.929,0.000648386,165.8,-0.02
65.74,2644.851,0.000255201,165.7,-0.02
65.76,2645.765,0.000288464,165.6,-0.01
65.78,2646.687,0.000414086,165.6,-0.01
65.8,2647.609,0.000148081,165.7,0
65.82,2648.531,0.00020139,165.9,0
65.84,2649.453,0.000119126,166.2,0.01
65.86,2650.375,-5.51E-05,166.4,0.01
65.88,2651.3,0.000181391,166.6,0.01
65.9,2652.23,8.90E-05,166.8,0.01
65.92,2653.152,8.31E-05,167.1,0.01
65.94,2654.082,8.63E-05,167.2,0.01
65.96,2655.011,3.34E-05,167.5,0
65.98,2655.949,6.95E-05,167.7,0
66,2656.878,-0.000021972,167.9,0
66.02,2657.816,-2.92E-05,168.2,-0.01
66.04,2658.746,0.000130521,168.4,-0.01
66.06,2659.683,-0.000124668,168.6,-0.01
66.08,2660.617,-3.35E-05,168.8,-0.01
66.1,2661.562,0.000191869,169,-0.01
66.12,2662.5,0.000141986,169.2,-0.01
66.14,2663.437,1.82E-05,169.5,-0.01
66.16,2664.382,0.000228441,169.7,-0.02
66.18,2665.328,0.000282452,169.9,-0.02
66.2,2666.273,0.000222948,170.1,-0.02
66.22,2667.218,0.000384999,170.3,-0.02
66.24,2668.164,0.000310792,170.5,-0.02
66.26,2669.117,0.00037637,170.8,-0.02
66.28,2670.058,0.000436766,171,-0.02
66.3,2671.011,0.000429468,171.2,-0.02
66.32,2671.964,0.000377481,171.4,-0.02
66.34,2672.917,0.000439446,171.7,-0.02
66.36,2673.871,0.000479587,171.8,-0.02
66.38,2674.824,0.000427894,172,-0.02
66.4,2675.785,0.000534439,172.2,-0.03
66.42,2676.746,0.000450415,172.4,-0.03
66.44,2677.699,0.000505496,172.7,-0.03
66.46,2678.66,0.000561689,172.9,-0.04
66.48,2679.617,0.000640361,173,-0.04
66.5,2680.585,0.000798989,173.3,-0.05
66.52,2681.546,0.000896613,173.5,-0.05
66.54,2682.507,0.000883341,173.7,-0.05
66.56,2683.476,0.000909512,173.9,-0.06
66.58,2684.445,0.000982162,174.1,-0.06
66.6,2685.414,0.000967415,174.3,-0.06
66.62,2686.382,0.001109082,174.5,-0.06
66.64,2687.351,0.001084112,174.8,-0.06
66.66,2688.328,0.001029225,174.9,-0.05
66.68,2689.292,0.000927759,175.1,-0.04
66.7,2690.269,0.000917682,175.3,-0.03
66.72,2691.246,0.000614999,175.6,-0.02
66.74,2692.222,0.000451611,175.7,-0.02
66.76,2693.199,0.000454177,175.9,-0.01
66.78,2694.175,0.000294979,176.1,0
66.8,2695.152,0.000240177,176.3,0.01
66.82,2696.136,0.000165203,176.5,0.01
66.84,2697.121,0.000108372,176.7,0.02
66.86,2698.097,4.87E-05,177,0.02
66.88,2699.078,-3.54E-06,177.2,0.03
66.9,2700.07,-1.47E-05,177.3,0.02
66.92,2701.054,-9.08E-05,177.5,0.02
66.94,2702.039,-0.00013177,177.7,0.02
66.96,2703.031,-8.78E-05,177.9,0.01
66.98,2704.015,-0.000212373,178.1,0.01
67,2705.007,-0.000113957,178.3,0.01
67.02,2706,-3.54E-05,178.5,0
67.04,2706.992,1.24E-05,178.7,0
67.06,2707.984,-3.33E-05,178.9,0
67.08,2708.98,-4.71E-05,179,0
67.1,2709.972,-6.58E-05,179.3,0
67.12,2710.972,-9.72E-05,179.5,0
67.14,2711.964,-0.000231912,179.6,-0.01
67.16,2712.964,-4.86E-05,179.8,-0.01
67.18,2713.964,4.17E-05,180,-0.01
67.2,2714.964,3.08E-05,180.2,-0.01
67.22,2715.972,0.000105954,180.4,-0.01
67.24,2716.972,0.000045316,180.6,-0.01
67.26,2717.976,5.54E-05,180.7,-0.01
67.28,2718.976,7.47E-05,181,-0.01
67.3,2719.984,0.000149637,181.1,-0.01
67.32,2720.992,9.28E-05,181.3,-0.01
67.34,2722,5.45E-05,181.5,-0.01
67.36,2723.007,0.000156399,181.7,-0.01
67.38,2724.023,9.47E-05,181.8,-0.01
67.4,2725.031,0.000150574,182,-0.01
67.42,2726.046,0.000166558,182.2,-0.01
67.44,2727.05,0.000189137,182.4,-0.01
67.46,2728.066,0.000144457,182.5,-0.01
67.48,2729.082,0.000274992,182.7,-0.01
67.5,2730.097,0.000315848,182.9,-0.01
67.52,2731.113,0.000297655,183.1,-0.01
67.54,2732.136,0.000340554,183.3,-0.02
67.56,2733.152,0.000443268,183.4,-0.02
67.58,2734.175,0.000526848,183.6,-0.03
67.6,2735.191,0.000536987,183.8,-0.05
67.62,2736.214,0.000781719,183.9,-0.05
67.64,2737.234,0.000850947,184.1,-0.06
67.66,2738.257,0.001027,184.3,-0.07
67.68,2739.281,0.000449117,184.5,-0.06
67.7,2740.312,0.000660607,184.7,-0.04
67.72,2741.335,0.000757551,184.8,-0.03
67.74,2742.367,0.000709699,184.9,-0.03
67.76,2743.39,-4.12E-05,185.2,-0.05
67.78,2744.421,0.000622639,185.3,-0.09
67.8,2745.453,0.000838324,185.5,-0.12
67.82,2746.48,0.001414397,185.6,-0.16
67.84,2747.511,0.001466571,185.8,-0.19
67.86,2748.542,0.002004904,186,-0.23
67.88,2749.582,0.002262814,186.1,-0.24
67.9,2750.613,0.002834724,186.3,-0.27
67.92,2751.652,0.003126773,186.4,-0.3
67.94,2752.683,0.003652037,186.6,-0.34
67.96,2753.722,0.004356285,186.7,-0.36
67.98,2754.761,0.005138786,186.8,-0.42
68,2755.796,0.005310716,186.9,-0.47
68.02,2756.835,0.005167326,187,-0.48
68.04,2757.875,0.005641347,187.1,-0.45
68.06,2758.914,0.005522452,187.2,-0.38
68.08,2759.953,0.006262289,187.3,-0.37
68.1,2760.992,0.006245244,187.3,-0.41
68.12,2762.039,0.006414782,187.4,-0.44
68.14,2763.078,0.006945483,187.4,-0.45
68.16,2764.117,0.007053408,187.5,-0.45
68.18,2765.16,0.007447141,187.5,-0.45
68.2,2766.199,0.006774474,187.6,-0.42
68.22,2767.238,0.006683157,187.7,-0.38
68.24,2768.285,0.006957239,187.7,-0.33
68.26,2769.324,0.005933213,187.8,-0.29
68.28,2770.371,0.00626318,187.8,-0.28
68.3,2771.417,0.005833843,187.9,-0.27
68.32,2772.457,0.006151519,188,-0.29
68.34,2773.503,0.005762727,188,-0.31
68.36,2774.55,0.006144855,188.1,-0.31
68.38,2775.593,0.006237993,188.2,-0.3
68.4,2776.632,0.005909764,188.2,-0.29
68.42,2777.679,0.00628573,188.4,-0.25
68.44,2778.726,0.006134537,188.4,-0.23
68.46,2779.773,0.006098762,188.5,-0.24
68.48,2780.828,0.005984316,188.6,-0.24
68.5,2781.875,0.006026245,188.6,-0.24
68.52,2782.921,0.006365591,188.7,-0.25
68.54,2783.968,0.006484328,188.8,-0.28
68.56,2785.011,0.006782825,188.8,-0.31
68.58,2786.066,0.006863503,188.9,-0.32
68.6,2787.113,0.006647796,188.9,-0.33
68.62,2788.16,0.00719369,188.9,-0.34
68.64,2789.214,0.007308546,188.8,-0.37
68.66,2790.261,0.007255937,188.8,-0.4
68.68,2791.308,0.00744621,188.8,-0.41
68.7,2792.355,0.007316662,188.8,-0.4
68.72,2793.41,0.007364673,188.7,-0.41
68.74,2794.453,0.006778167,188.5,-0.42
68.76,2795.5,0.006818212,188.4,-0.42
68.78,2796.539,0.006806799,188.2,-0.42
68.8,2797.585,0.006856977,188,-0.44
68.82,2798.632,0.007009331,187.8,-0.46
68.84,2799.671,0.007519375,187.5,-0.47
68.86,2800.71,0.007611855,187.3,-0.48
68.88,2801.75,0.007336638,187,-0.49
68.9,2802.789,0.007721869,186.8,-0.49
68.92,2803.824,0.007449967,186.5,-0.46
68.94,2804.855,0.007078246,186.3,-0.42
68.96,2805.886,0.007104436,186.1,-0.38
68.98,2806.925,0.007461349,185.8,-0.4
69,2807.949,0.007441436,185.6,-0.43
69.02,2808.98,0.008045995,185.3,-0.46
69.04,2810.011,0.008383359,185.1,-0.48
69.06,2811.035,0.008164785,184.8,-0.47
69.08,2812.066,0.008198839,184.6,-0.44
69.1,2813.085,0.007680518,184.4,-0.37
69.12,2814.109,0.007388889,184.3,-0.31
69.14,2815.132,0.006664745,184.1,-0.27
69.16,2816.148,0.007105692,183.9,-0.25
69.18,2817.171,0.006998418,183.7,-0.27
69.2,2818.195,0.006412012,183.5,-0.32
69.22,2819.21,0.007655295,183.3,-0.34
69.24,2820.226,0.007163136,183.1,-0.36
69.26,2821.242,0.007774392,182.9,-0.39
69.28,2822.253,0.007387661,182.7,-0.38
69.3,2823.269,0.007601226,182.6,-0.37
69.32,2824.285,0.007037438,182.4,-0.35
69.34,2825.292,0.006984162,182.2,-0.35
69.36,2826.308,0.006890572,182,-0.34
69.38,2827.316,0.006406923,181.9,-0.34
69.4,2828.324,0.007390725,181.8,-0.31
69.42,2829.339,0.006849213,181.8,-0.29
69.44,2830.347,0.007376685,181.6,-0.29
69.46,2831.355,0.006805049,181.5,-0.29
69.48,2832.359,0.006895266,181.4,-0.28
69.5,2833.367,0.00586025,181.2,-0.26
69.52,2834.375,0.005146192,181.2,-0.21
69.54,2835.375,0.005158533,181.1,-0.19
69.56,2836.382,0.005122202,181,-0.2
69.58,2837.39,0.005394701,180.9,-0.25
69.6,2838.39,0.00539734,180.7,-0.3
69.62,2839.398,0.005169397,180.6,-0.37
69.64,2840.398,0.005119906,180.5,-0.42
69.66,2841.394,0.0056662,180.4,-0.45
69.68,2842.394,0.005508772,180.3,-0.48
69.7,2843.402,0.00565583,180.2,-0.51
69.72,2844.402,0.006176518,180.1,-0.53
69.74,2845.402,0.006399273,180,-0.56
69.76,2846.394,0.005312977,179.9,-0.58
69.78,2847.394,0.005843335,179.7,-0.57
69.8,2848.394,0.00538663,179.6,-0.56
69.82,2849.394,0.005648975,179.6,-0.54
69.84,2850.386,0.004997419,179.6,-0.5
69.86,2851.382,0.005808109,179.6,-0.42
69.88,2852.382,0.009972905,179.6,-0.37
69.9,2853.382,0.008946616,179.6,-0.36
69.92,2854.375,0.009989376,179.3,-0.36
69.94,2855.367,0.009762985,179.1,-0.34
69.96,2856.367,0.009745653,178.9,-0.34
69.98,2857.359,0.009151142,178.8,-0.35
70,2858.351,0.007662091,178.7,-0.34
70.02,2859.343,0.006688036,178.7,-0.28
70.04,2860.332,0.006351558,178.8,-0.25
70.06,2861.324,0.006176119,178.8,-0.23
70.08,2862.316,0.005874806,178.8,-0.22
70.1,2863.316,0.00557026,178.9,-0.21
70.12,2864.308,0.0054994,179,-0.18
70.14,2865.3,0.006070899,179.1,-0.17
70.16,2866.3,0.006153029,179.2,-0.15
70.18,2867.292,0.006613327,179.3,-0.16
70.2,2868.292,0.007027622,179.4,-0.17
70.22,2869.285,0.00723891,179.5,-0.18
70.24,2870.281,0.006926105,179.5,-0.18
70.26,2871.281,0.00684554,179.6,-0.17
70.28,2872.281,0.006847761,179.7,-0.16
70.3,2873.273,0.006141925,179.8,-0.16
70.32,2874.273,0.005810199,179.9,-0.16
70.34,2875.273,0.005978246,180.1,-0.17
70.36,2876.281,0.005765147,180.1,-0.19
70.38,2877.281,0.005540459,180.2,-0.22
70.4,2878.281,0.00579633,180.3,-0.25
70.42,2879.281,0.005697868,180.4,-0.27
70.44,2880.285,0.0058555,180.5,-0.29
70.46,2881.285,0.005811021,180.6,-0.32
70.48,2882.285,0.005810751,180.7,-0.35
70.5,2883.292,0.006264579,180.8,-0.36
70.52,2884.3,0.006076576,180.9,-0.36
