Time,Corr Lap Dist,Math Inverse Corner Radius,Vehicle Speed,Yaw Velocity
0,0.156,0.000188036,187.3,-0.01
0.02,1.203,0.000140575,187.5,-0.01
0.04,2.242,0.000148395,187.7,-0.01
0.06,3.289,0.000160639,187.9,-0.01
0.08,4.328,0.000151333,188.1,-0.01
0.1,5.371,9.01E-05,188.3,-0.01
0.12,6.418,9.25E-05,188.5,-0.01
0.14,7.472,0.000156057,188.8,-0.01
0.16,8.519,0.000152596,189,-0.01
0.18,9.566,0.000156788,189.1,-0.01
0.2,10.621,0.000102357,189.3,-0.01
0.22,11.675,0.000153842,189.6,-0.01
0.24,12.73,0.000173783,189.8,-0.01
0.26,13.785,0.000139952,190,-0.01
0.28,14.836,0.000202428,190.2,-0.01
0.3,15.898,0.000176252,190.4,-0.01
0.32,16.953,0.000182416,190.6,-0.01
0.34,18.015,0.000137937,190.8,-0.01
0.36,19.078,0.000132884,191,-0.01
0.38,20.132,0.000151286,191.2,-0.01
0.4,21.203,0.000194755,191.4,-0.01
0.42,22.265,0.000168413,191.6,-0.01
0.44,23.328,0.000209105,191.8,-0.01
0.46,24.394,0.00014226,192,-0.01
0.48,25.457,0.000174202,192.2,-0.01
0.5,26.527,0.000139515,192.4,-0.01
0.52,27.597,0.000178665,192.6,-0.01
0.54,28.668,0.000237434,192.7,-0.01
0.56,29.738,0.000149865,192.9,-0.01
0.58,30.816,0.000144412,193.1,-0.01
0.6,31.886,0.000176061,193.3,-0.01
0.62,32.964,0.000121325,193.5,-0.01
0.64,34.031,0.000217584,193.7,-0.01
0.66,35.109,0.000131891,193.9,0
0.68,36.187,0.000148923,194.1,0
0.7,37.265,8.08E-05,194.2,-0.01
0.72,38.351,0.000102978,194.4,-0.01
0.74,39.429,0.000170307,194.6,-0.01
0.76,40.515,0.000188756,194.8,-0.01
0.78,41.593,0.000160484,195,-0.01
0.8,42.679,0.000154702,195.2,-0.01
0.82,43.761,0.000152767,195.4,-0.01
0.84,44.847,0.000186566,195.5,-0.01
0.86,45.933,0.000103651,195.8,-0.01
0.88,47.027,0.000148155,195.9,-0.01
0.9,48.113,4.01E-05,196.1,-0.01
0.92,49.207,0.00016296,196.2,-0.01
0.94,50.293,8.66E-05,196.2,-0.01
0.96,51.386,0.000167273,196.1,-0.01
0.98,52.468,8.80E-05,196,0
1,53.554,0.000132721,196,0
1.02,54.648,2.60E-05,196.1,0
1.04,55.734,5.69E-05,196.4,0
1.06,56.828,9.42E-05,196.6,0
1.08,57.921,0.000055418,196.7,0
1.1,59.015,5.82E-05,196.9,0
1.12,60.109,0.000036803,197.1,0
1.14,61.211,3.51E-05,197.3,0
1.16,62.3,-1.06E-05,197.5,0
1.18,63.402,0.000101194,197.7,0.01
1.2,64.496,-6.09E-06,197.9,0.01
1.22,65.597,-4.05E-05,198.1,0.01
1.24,66.699,-0.000104675,198.3,0.01
1.26,67.8,-0.000145304,198.4,0.01
1.28,68.91,-9.71E-05,198.6,0.01
1.3,70.011,-0.000114552,198.8,0.01
1.32,71.113,-0.000130407,199,0.01
1.34,72.218,-0.000120935,199.2,0.01
1.36,73.328,-0.000159857,199.4,0.01
1.38,74.437,-0.000137209,199.6,0.01
1.4,75.546,-0.000150123,199.7,0.01
1.42,76.656,-0.000142279,199.9,0.01
1.44,77.765,-0.000135642,200.1,0
1.46,78.882,-0.000156358,200.3,0
1.48,79.992,-0.000133561,200.5,0
1.5,81.105,-0.000165641,200.7,0
1.52,82.222,-8.82E-05,200.9,0
1.54,83.339,-6.45E-05,201.1,0
1.56,84.457,-6.43E-05,201.2,0
1.58,85.574,-6.85E-05,201.4,0
1.6,86.699,-8.36E-05,201.6,0
1.62,87.816,-0.000102641,201.8,0.01
1.64,88.941,-0.000117605,202,0.01
1.66,90.058,-0.000101832,202.2,0.01
1.68,91.179,-0.000051236,202.3,0.01
1.7,92.304,-0.000092585,202.5,0.01
1.72,93.437,-8.12E-05,202.7,0.01
1.74,94.562,-9.38E-05,202.9,0.01
1.76,95.687,-9.56E-05,203.1,0.01
1.78,96.82,-0.000110377,203.2,0.01
1.8,97.945,-0.000093692,203.4,0.01
1.82,99.078,-8.39E-05,203.6,0.01
1.84,100.207,-8.19E-05,203.8,0.01
1.86,101.339,-9.59E-05,204,0.01
1.88,102.472,-0.000101767,204.2,0.01
1.9,103.613,-0.00008294,204.3,0
1.92,104.746,-8.06E-05,204.5,0
1.94,105.879,-5.69E-05,204.7,0
1.96,107.019,-5.68E-05,204.9,0
1.98,108.16,-8.92E-05,205,0
2,109.3,-7.47E-05,205.2,0
2.02,110.437,-6.70E-05,205.4,0
2.04,111.578,-3.72E-05,205.5,0
2.06,112.718,-0.000110702,205.8,0
2.08,113.867,-4.87E-06,205.9,0
2.1,115.007,-2.06E-05,206.1,0
2.12,116.156,-7.84E-06,206.3,0
2.14,117.304,2.35E-05,206.4,0
2.16,118.453,1.53E-05,206.6,0
2.18,119.597,1.34E-05,206.8,0
2.2,120.746,1.85E-05,207,0
2.22,121.894,0.000003703,207.1,0
2.24,123.05,-1.55E-05,207.3,0
2.26,124.199,5.90E-06,207.5,0
2.28,125.355,-5.67E-05,207.7,0
2.3,126.511,1.21E-05,207.8,0
2.32,127.668,-5.84E-05,208,0
2.34,128.82,-3.45E-05,208.1,0
2.36,129.976,-8.42E-06,208.3,0
2.38,131.132,-9.50E-06,208.5,0
2.4,132.289,0.000014236,208.6,0
2.42,133.453,3.35E-05,208.8,0
2.44,134.609,-6.55E-06,209,0
2.46,135.773,-1.34E-05,209.1,0
2.48,136.937,2.07E-05,209.3,0
2.5,138.097,-2.21E-05,209.5,0
2.52,139.261,-3.22E-05,209.6,0
2.54,140.425,-1.59E-05,209.8,0
2.56,141.597,-5.12E-05,210,0
2.58,142.761,-2.99E-05,210.1,0
2.6,143.933,-7.15E-05,210.3,0
2.62,145.097,0.000029774,210.4,0
2.64,146.269,5.95E-05,210.6,0
2.66,147.441,0.000032181,210.8,0
2.68,148.609,-1.71E-05,211,0
2.7,149.781,-0.00002389,211.1,0
2.72,150.953,-9.97E-06,211.2,0
2.74,152.132,5.47E-05,211.4,0
2.76,153.304,1.92E-05,211.6,0
2.78,154.484,8.86E-06,211.7,0
2.8,155.656,2.19E-05,211.9,0
2.82,156.836,-1.66E-05,212,0
2.84,158.011,-2.47E-05,212.2,0
2.86,159.191,0.000017963,212.4,0
2.88,160.371,4.93E-06,212.5,0
2.9,161.55,9.34E-05,212.7,0
2.92,162.738,2.10E-05,212.8,0
2.94,163.918,6.90E-05,213,0
2.96,165.105,2.45E-06,213.1,0
2.98,166.285,0.000110373,213.3,0
3,167.468,-1.67E-05,213.4,0
3.02,168.656,-3.80E-05,213.6,0
3.04,169.843,4.87E-06,213.8,0
3.06,171.031,1.84E-05,213.9,0
3.08,172.218,2.39E-05,214,0
3.1,173.406,1.87E-05,214.2,0
3.12,174.601,2.32E-05,214.3,0
3.14,175.789,-1.69E-05,214.5,0
3.16,176.98,1.83E-05,214.6,0
3.18,178.175,0.000005856,214.8,0
3.2,179.371,1.55E-05,214.9,0
3.22,180.558,3.95E-05,215.1,0
3.24,181.754,2.33E-05,215.2,0
3.26,182.957,-1.61E-05,215.3,0
3.28,184.152,1.50E-05,215.5,0
3.3,185.347,1.23E-05,215.6,0
3.32,186.546,2.46E-05,215.8,0
3.34,187.742,1.70E-06,215.9,0
3.36,188.945,1.53E-05,216.1,0
3.38,190.148,5.13E-05,216.2,0
3.4,191.343,2.71E-06,216.4,0
3.42,192.546,3.36E-05,216.5,0
3.44,193.75,-3.32E-05,216.7,0
3.46,194.961,4.73E-06,216.8,0
3.48,196.16,4.22E-05,216.9,0
3.5,197.363,2.16E-05,217.1,0
3.52,198.574,5.83E-05,217.2,0
3.54,199.777,4.71E-06,217.3,0
3.56,200.988,4.47E-05,217.5,0
3.58,202.199,-2.15E-05,217.6,0
3.6,203.41,-5.53E-05,217.7,0
3.62,204.621,7.03E-06,217.9,0
3.64,205.828,3.01E-06,218,0
3.66,207.039,2.60E-05,218.2,0
3.68,208.25,1.33E-05,218.3,0
3.7,209.461,1.66E-05,218.5,0
3.72,210.679,-2.26E-05,218.6,0
3.74,211.89,3.32E-07,218.7,0
3.76,213.109,7.43E-05,218.9,0
3.78,214.324,-3.42E-05,218.9,0
3.8,215.535,2.26E-05,218.8,0
3.82,216.754,-8.84E-05,218.6,0
3.84,217.964,-6.88E-05,218.6,0
3.86,219.183,-0.000024266,218.6,0.01
3.88,220.394,-7.74E-05,218.8,0.01
3.9,221.613,-4.21E-05,218.9,0.01
3.92,222.832,-7.48E-05,219,0.01
3.94,224.039,-6.65E-05,219.2,0.01
3.96,225.257,-8.42E-05,219.3,0.01
3.98,226.476,-0.000085751,219.5,0
4,227.703,-6.13E-05,219.6,0
4.02,228.921,-7.24E-06,219.8,0
4.04,230.14,-5.03E-05,219.9,0
4.06,231.367,1.84E-05,220.1,-0.01
4.08,232.586,0.000000983,220.2,-0.01
4.1,233.808,8.84E-06,220.3,-0.01
4.12,235.035,6.90E-05,220.5,-0.01
4.14,236.261,8.16E-05,220.6,-0.01
4.16,237.488,6.16E-05,220.8,-0.01
4.18,238.714,0.000112942,220.9,-0.01
4.2,239.941,0.000102434,221,-0.01
4.22,241.168,0.00015945,221.2,-0.01
4.24,242.402,0.000146593,221.3,-0.02
4.26,243.625,0.000227396,221.5,-0.02
4.28,244.859,0.000204777,221.6,-0.02
4.3,246.086,0.000299158,221.8,-0.02
4.32,247.32,0.000271342,221.9,-0.02
4.34,248.554,0.00030321,222,-0.03
4.36,249.789,0.000307641,222.2,-0.03
4.38,251.023,0.000322768,222.3,-0.03
4.4,252.254,0.000347359,222.5,-0.03
4.42,253.496,0.000408392,222.6,-0.03
4.44,254.73,0.000432045,222.7,-0.03
4.46,255.972,0.000419649,222.9,-0.03
4.48,257.207,0.000458693,223,-0.03
4.5,258.449,0.000407675,223.2,-0.03
4.52,259.691,0.000429447,223.3,-0.03
4.54,260.933,0.000432486,223.4,-0.03
4.56,262.171,0.000461801,223.6,-0.03
4.58,263.414,0.000425728,223.7,-0.03
4.6,264.656,0.000449928,223.8,-0.03
4.62,265.898,0.000451009,224,-0.03
4.64,267.14,0.000464344,224.1,-0.03
4.66,268.39,0.000456182,224.3,-0.02
4.68,269.632,0.000356176,224.4,-0.02
4.7,270.882,0.000334051,224.5,-0.01
4.72,272.129,0.000297385,224.7,-0.01
4.74,273.379,0.000228274,224.8,-0.01
4.76,274.629,0.000222632,224.9,0
4.78,275.879,0.000169346,225.1,0
4.8,277.129,0.000162558,225.2,0
4.82,278.379,8.48E-05,225.3,0
4.84,279.629,8.00E-05,225.5,0
4.86,280.882,4.81E-05,225.6,0
4.88,282.132,0.000030551,225.7,0
4.9,283.39,4.20E-05,225.9,0
4.92,284.648,4.66E-06,226,0
4.94,285.906,-4.97E-06,226.2,0
4.96,287.164,-3.13E-05,226.3,0
4.98,288.421,3.53E-05,226.4,0
5,289.679,1.98E-05,226.6,0
5.02,290.933,-3.68E-05,226.7,0
5.04,292.191,0.000001235,226.8,0.01
5.06,293.457,-4.04E-05,227,0
5.08,294.714,-2.49E-05,227.1,0
5.1,295.98,-5.02E-05,227.2,0
5.12,297.238,-4.67E-05,227.4,0
5.14,298.504,-3.71E-05,227.5,0
5.16,299.769,-2.73E-05,227.6,0
5.18,301.031,-4.38E-05,227.8,0
5.2,302.296,-5.72E-05,227.9,0.01
5.22,303.562,-0.000101449,228,0.01
5.24,304.828,-9.80E-05,228.2,0.01
5.26,306.101,-0.000197236,228.3,0.01
5.28,307.367,-0.000126356,228.4,0.02
5.3,308.64,-0.0001825,228.5,0.02
5.32,309.902,-0.000161294,228.7,0.02
5.34,311.175,-0.000226413,228.8,0.02
5.36,312.449,-0.000235209,228.9,0.02
5.38,313.722,-0.000263344,229.1,0.02
5.4,314.996,-0.000284587,229.2,0.02
5.42,316.269,-0.000230795,229.3,0.01
5.44,317.543,-0.000194307,229.5,0.01
5.46,318.816,-0.000200407,229.6,0.01
5.48,320.093,-0.000159262,229.7,0.01
5.5,321.367,-0.000113673,229.8,0
5.52,322.648,-0.000107837,230,0
5.54,323.921,-0.00014554,230.1,-0.01
5.56,325.203,-9.56E-05,230.2,-0.01
5.58,326.484,-4.52E-05,230.4,-0.01
5.6,327.765,1.38E-05,230.5,-0.01
5.62,329.043,-1.11E-05,230.6,-0.01
5.64,330.324,6.80E-05,230.7,-0.01
5.66,331.605,4.11E-05,230.8,-0.01
5.68,332.886,6.67E-05,231,-0.01
5.7,334.175,6.45E-05,231.1,-0.01
5.72,335.457,8.17E-05,231.2,-0.01
5.74,336.738,0.00007598,231.4,-0.01
5.76,338.023,0.000100226,231.5,-0.01
5.78,339.312,8.71E-05,231.6,-0.01
5.8,340.601,0.00012188,231.7,0
5.82,341.882,0.000112903,231.8,0
5.84,343.171,0.000120773,232,0
5.86,344.461,0.000107061,232.1,0
5.88,345.757,0.000106945,232.2,0
5.9,347.046,5.53E-05,232.3,0
5.92,348.332,4.38E-05,232.5,0
5.94,349.621,8.22E-06,232.6,0
5.96,350.918,4.64E-05,232.7,0
5.98,352.207,-2.70E-05,232.8,0
6,353.504,-1.55E-05,232.9,0.01
6.02,354.8,-3.60E-05,233.1,0.01
6.04,356.097,-0.000073922,233.2,0.01
6.06,357.39,-8.93E-05,233.3,0.01
6.08,358.687,-0.000106427,233.4,0.02
6.1,359.984,-0.000141848,233.5,0.02
6.12,361.281,-0.000179268,233.6,0.02
6.14,362.578,-0.000152913,233.8,0.02
6.16,363.875,-0.000184089,233.9,0.02
6.18,365.179,-0.000197542,234,0.02
6.2,366.472,-0.000241437,234.1,0.02
6.22,367.777,-0.000237715,234.2,0.02
6.24,369.074,-0.000273072,234.3,0.02
6.26,370.379,-0.000281667,234.5,0.02
6.28,371.683,-0.000282305,234.6,0.02
6.3,372.988,-0.00032387,234.7,0.02
6.32,374.293,-0.000252378,234.8,0.02
6.34,375.597,-0.000267938,234.9,0.02
6.36,376.898,-0.00026082,235,0.02
6.38,378.203,-0.000286109,235.2,0.01
6.4,379.515,-0.000242506,235.3,0.01
6.42,380.82,-0.000254024,235.4,0.01
6.44,382.132,-0.000218,235.5,0.02
6.46,383.437,-0.000232373,235.6,0.02
6.48,384.75,-0.000277913,235.7,0.02
6.5,386.05,-0.000279618,235.8,0.02
6.52,387.363,-0.000316466,235.9,0.02
6.54,388.675,-0.000309614,236.1,0.02
6.56,389.988,-0.000296421,236.2,0.03
6.58,391.3,-0.000320949,236.3,0.03
6.6,392.613,-0.000451147,236.4,0.04
6.62,393.925,-0.000501608,236.5,0.04
6.64,395.242,-0.000535217,236.6,0.05
6.66,396.554,-0.000595109,236.7,0.06
6.68,397.867,-0.00063146,236.8,0.06
6.7,399.187,-0.000678846,236.9,0.06
6.72,400.5,-0.000606844,237,0.06
6.74,401.82,-0.000632273,237.1,0.06
6.76,403.14,-0.000703602,237.3,0.06
6.78,404.461,-0.00074462,237.3,0.07
6.8,405.769,-0.000827938,237.4,0.07
6.82,407.089,-0.000878657,237.6,0.07
6.84,408.41,-0.00079856,237.7,0.06
6.86,409.73,-0.000839693,237.8,0.06
6.88,411.058,-0.000882191,237.9,0.07
6.9,412.379,-0.000873778,237.9,0.07
6.92,413.699,-0.000942017,238.1,0.06
6.94,415.015,-0.000919141,238.2,0.06
6.96,416.343,-0.000926119,238.3,0.06
6.98,417.664,-0.000989535,238.4,0.06
7,418.992,-0.000957376,238.5,0.06
7.02,420.32,-0.000951549,238.6,0.06
7.04,421.64,-0.000932345,238.7,0.06
7.06,422.968,-0.00088408,238.8,0.05
7.08,424.293,-0.000843672,238.9,0.04
7.1,425.621,-0.000738607,239,0.04
7.12,426.949,-0.000757415,239.1,0.04
7.14,428.277,-0.000698885,239.2,0.04
7.16,429.605,-0.000737373,239.3,0.04
7.18,430.933,-0.000668821,239.4,0.04
7.2,432.269,-0.000672724,239.5,0.04
7.22,433.593,-0.000627868,239.6,0.04
7.24,434.921,-0.000613084,239.7,0.04
7.26,436.257,-0.000604133,239.8,0.04
7.28,437.586,-0.000640079,239.9,0.04
7.3,438.921,-0.000683719,240,0.05
7.32,440.257,-0.000753449,240.1,0.05
7.34,441.593,-0.000714317,240.1,0.06
7.36,442.918,-0.000757943,240.3,0.06
7.38,444.254,-0.00074387,240.4,0.06
7.4,445.589,-0.000757084,240.4,0.05
7.42,446.925,-0.000725551,240.6,0.04
7.44,448.261,-0.000747047,240.6,0.04
7.46,449.605,-0.000648238,240.8,0.03
7.48,450.941,-0.000608536,240.9,0.04
7.5,452.273,-0.000648993,240.9,0.04
7.52,453.617,-0.000717404,241,0.05
7.54,454.953,-0.000777718,241.1,0.06
7.56,456.296,-0.000722465,241.2,0.06
7.58,457.632,-0.000794435,241.3,0.06
7.6,458.976,-0.000860087,241.4,0.08
7.62,460.32,-0.000941597,241.5,0.09
7.64,461.652,-0.001054881,241.6,0.1
7.66,462.996,-0.001131079,241.7,0.11
7.68,464.339,-0.001190853,241.8,0.13
7.7,465.683,-0.00131627,241.8,0.13
7.72,467.027,-0.00130096,241.9,0.13
7.74,468.371,-0.001353536,242,0.13
7.76,469.714,-0.001495125,242.1,0.13
7.78,471.066,-0.001565081,242.2,0.14
7.8,472.406,-0.001676988,242.3,0.14
7.82,473.75,-0.001735458,242.3,0.13
7.84,475.101,-0.001769921,242.4,0.12
7.86,476.445,-0.001724652,242.5,0.11
7.88,477.796,-0.001625396,242.6,0.1
7.9,479.14,-0.001629922,242.7,0.09
7.92,480.492,-0.001668544,242.8,0.1
7.94,481.839,-0.001672094,242.8,0.1
7.96,483.183,-0.001667894,242.9,0.1
7.98,484.535,-0.001526968,243,0.09
8,485.886,-0.001494447,243.1,0.08
8.02,487.238,-0.001431253,243.2,0.09
8.04,488.589,-0.001392836,243.2,0.08
8.06,489.941,-0.001391326,243.3,0.09
8.08,491.289,-0.001269739,243.4,0.09
8.1,492.64,-0.001213969,243.5,0.09
8.12,493.992,-0.001306154,243.6,0.09
8.14,495.351,-0.00144911,243.7,0.12
8.16,496.703,-0.00161002,243.7,0.14
8.18,498.054,-0.001730646,243.8,0.15
8.2,499.414,-0.00171489,243.9,0.15
8.22,500.761,-0.001594699,243.9,0.14
8.24,502.121,-0.00154648,243.9,0.11
8.26,503.472,-0.00134478,243.7,0.08
8.28,504.824,-0.001098669,243.2,0.06
8.3,506.168,-0.000922654,242.2,0.04
8.32,507.504,-0.000864895,240.8,0.04
8.34,508.839,-0.000873664,239.6,0.04
8.36,510.156,-0.000837204,238.2,0.04
8.38,511.476,-0.000799325,236.9,0.04
8.4,512.781,-0.00076934,235.6,0.04
8.42,514.086,-0.000801353,234.2,0.04
8.44,515.375,-0.00086232,232.9,0.03
8.46,516.664,-0.000863673,231.5,0.02
8.48,517.937,-0.000861805,230.1,0
8.5,519.207,-0.000754759,228.8,0
8.52,520.472,-0.000674438,227.4,0
8.54,521.73,-0.000626565,226.1,0
8.56,522.972,-0.000533717,224.8,-0.01
8.58,524.214,-0.000462987,223.4,0
8.6,525.449,-0.000463593,222.1,-0.01
8.62,526.675,-0.000334257,220.8,-0.01
8.64,527.894,-0.000251769,219.6,-0.01
8.66,529.109,-0.000244046,218.3,-0.01
8.68,530.312,-0.000223986,217,-0.02
8.7,531.507,-0.000145755,215.7,-0.01
8.72,532.703,-0.000138192,214.4,-0.01
8.74,533.882,-0.00009967,213.1,-0.01
8.76,535.062,-6.24E-05,211.8,-0.01
8.78,536.234,-8.01E-05,210.3,0
8.8,537.39,-0.000132426,209,0
8.82,538.543,-3.24E-05,207.7,0
8.84,539.691,-8.42E-05,206.5,0.01
8.86,540.832,-0.000207875,205.2,0.01
8.88,541.964,-0.000265904,203.9,0.02
8.9,543.089,-0.000292587,202.6,0.03
8.92,544.207,-0.000272127,201.3,0.03
8.94,545.316,-0.000360756,200,0.04
8.96,546.418,-0.000381889,198.7,0.04
8.98,547.515,-0.000395393,197.4,0.04
9,548.601,-0.000399367,196.1,0.04
9.02,549.687,-0.000404225,194.8,0.05
9.04,550.757,-0.000461693,193.6,0.05
9.06,551.828,-0.000569889,192.3,0.04
9.08,552.89,-0.000791,191.4,0.03
9.1,553.953,-0.000478566,190.1,0.03
9.12,555,-0.000555089,188.9,0.03
9.14,556.039,-0.000455501,187.7,0.04
9.16,557.074,-0.00054952,186.4,0.04
9.18,558.105,-0.000538807,185.2,0.05
9.2,559.121,-0.000678692,183.9,0.05
9.22,560.136,-0.000692286,182.7,0.05
9.24,561.144,-0.000697696,181.5,0.05
9.26,562.144,-0.000743262,180.1,0.05
9.28,563.144,-0.000820789,178.8,0.05
9.3,564.129,-0.00079,177.5,0.06
9.32,565.105,-0.001095826,176.4,0.06
9.34,566.082,-0.001109947,175.3,0.06
9.36,567.047,-0.001086204,174,0.06
9.38,568.007,-0.001121358,172.7,0.06
9.4,568.953,-0.001166321,171.4,0.06
9.42,569.898,-0.00118465,170.1,0.05
9.44,570.836,-0.00104269,168.8,0.04
9.46,571.773,-0.000993204,167.5,0.04
9.48,572.695,-0.001005827,166.3,0.03
9.5,573.609,-0.0011189,164.9,0.04
9.52,574.515,-0.000962146,163.7,0.06
9.54,575.422,-0.001026743,162.4,0.06
9.56,576.308,-0.001372222,161,0.05
9.58,577.199,-0.001290206,159.7,0.06
9.6,578.082,-0.001306858,158.5,0.05
9.62,578.957,-0.001270527,157.2,0.04
9.64,579.816,-0.001241141,155.9,0.04
9.66,580.675,-0.001213051,154.6,0.05
9.68,581.527,-0.001327911,153.2,0.04
9.7,582.371,-0.001127805,151.9,0.04
9.72,583.207,-0.001095906,150.7,0.04
9.74,584.043,-0.001095796,149.4,0.03
9.76,584.863,-0.000868055,148.2,0.03
9.78,585.679,-0.000842294,147,0.03
9.8,586.484,-0.000798831,145.7,0.03
9.82,587.289,-0.000767467,144.5,0.04
9.84,588.086,-0.000925524,143.3,0.04
9.86,588.875,-0.001067004,142,0.06
9.88,589.656,-0.001110066,140.8,0.07
9.9,590.429,-0.001251377,139.5,0.08
9.92,591.195,-0.001399083,138.2,0.08
9.94,591.961,-0.001622486,136.8,0.08
9.96,592.711,-0.001810343,135.3,0.08
9.98,593.453,-0.002256864,133.9,0.07
10,594.187,-0.002305357,132.6,0.07
10.02,594.918,-0.002236642,131.3,0.06
10.04,595.636,-0.002187685,130,0.06
10.06,596.355,-0.001979171,128.8,0.06
10.08,597.066,-0.00186147,127.5,0.06
10.1,597.761,-0.001694481,126.3,0.06
10.12,598.457,-0.001672288,125.1,0.06
10.14,599.144,-0.001661182,123.9,0.05
10.16,599.832,-0.001679866,122.7,0.06
10.18,600.504,-0.001917081,121.6,0.07
10.2,601.175,-0.002234642,120.4,0.09
10.22,601.839,-0.002387466,119.2,0.11
10.24,602.488,-0.002772197,117.9,0.14
10.26,603.136,-0.003103154,116.7,0.15
10.28,603.777,-0.003760366,115.5,0.17
10.3,604.418,-0.00422283,114.2,0.19
10.32,605.039,-0.00481494,112.9,0.2
10.34,605.656,-0.005499374,111.7,0.22
10.36,606.273,-0.006007701,110.5,0.24
10.38,606.882,-0.006440577,109.3,0.25
10.4,607.476,-0.007043671,108.1,0.25
10.42,608.07,-0.008049502,106.9,0.26
10.44,608.664,-0.008303246,105.7,0.27
10.46,609.242,-0.007465705,104.5,0.29
10.48,609.812,-0.007471855,103.4,0.29
10.5,610.382,-0.008949269,102.3,0.28
10.52,610.945,-0.008206388,101.1,0.27
10.54,611.5,-0.008523577,100,0.27
10.56,612.047,-0.008143534,98.8,0.27
10.58,612.593,-0.010155864,97.7,0.29
10.6,613.132,-0.011123873,96.7,0.32
10.62,613.664,-0.010869413,95.6,0.35
10.64,614.183,-0.011371519,94.6,0.38
10.66,614.699,-0.013282175,93.6,0.4
10.68,615.214,-0.014230373,92.6,0.42
10.7,615.722,-0.016245216,91.6,0.44
10.72,616.23,-0.018233483,90.6,0.48
10.74,616.73,-0.020568508,89.8,0.51
10.76,617.222,-0.022155411,89,0.55
10.78,617.714,-0.022302719,88.3,0.58
10.8,618.199,-0.022003873,87.6,0.6
10.82,618.683,-0.022550824,87,0.61
10.84,619.16,-0.023163221,86.3,0.63
10.86,619.636,-0.024300209,85.7,0.64
10.88,620.113,-0.026303495,85.1,0.67
10.9,620.582,-0.024455951,84.5,0.7
10.92,621.043,-0.022538059,84,0.7
10.94,621.511,-0.022521825,83.5,0.69
10.96,621.972,-0.02526729,83,0.7
10.98,622.433,-0.028057022,82.5,0.72
11,622.886,-0.027928797,81.9,0.73
11.02,623.339,-0.026036989,81.4,0.77
11.04,623.781,-0.024191379,81,0.8
11.06,624.226,-0.026686502,80.5,0.82
11.08,624.672,-0.028455205,80,0.8
11.1,625.117,-0.028725963,79.6,0.8
11.12,625.554,-0.029264197,79.1,0.8
11.14,625.992,-0.029898129,78.6,0.8
11.16,626.429,-0.031373869,78.2,0.82
11.18,626.859,-0.030160655,77.8,0.83
11.2,627.289,-0.030309517,77.4,0.84
11.22,627.718,-0.03091141,77,0.85
11.24,628.14,-0.03175675,76.6,0.84
11.26,628.562,-0.031825553,76.3,0.83
11.28,628.984,-0.033865538,75.9,0.84
11.3,629.406,-0.03384442,75.6,0.86
11.32,629.828,-0.028961051,75.4,0.83
11.34,630.242,-0.029337198,75.1,0.79
11.36,630.664,-0.03170329,74.9,0.77
11.38,631.078,-0.033553121,74.7,0.76
11.4,631.492,-0.034780287,74.4,0.77
11.42,631.898,-0.037143735,74.1,0.78
11.44,632.312,-0.033078152,73.9,0.8
11.46,632.718,-0.033131971,73.6,0.81
11.48,633.121,-0.034045673,73.4,0.79
11.5,633.527,-0.035331824,73.2,0.77
11.52,633.933,-0.035987359,73,0.76
11.54,634.339,-0.038836025,72.7,0.73
11.56,634.746,-0.034284229,72.5,0.71
11.58,635.144,-0.033071215,72.3,0.71
11.6,635.543,-0.03541525,72.1,0.7
11.62,635.941,-0.036461367,71.9,0.69
11.64,636.339,-0.03726963,71.7,0.68
11.66,636.738,-0.037024398,71.4,0.68
11.68,637.136,-0.036651092,71.2,0.69
11.7,637.527,-0.034892655,71,0.69
11.72,637.925,-0.034721824,70.8,0.68
11.74,638.316,-0.035764805,70.6,0.66
11.76,638.707,-0.03690358,70.4,0.65
11.78,639.097,-0.037734792,70.2,0.63
11.8,639.488,-0.038683187,70,0.61
11.82,639.871,-0.038316686,69.8,0.59
11.84,640.261,-0.036880117,69.6,0.58
11.86,640.644,-0.034963599,69.4,0.56
11.88,641.027,-0.034866572,69.2,0.55
11.9,641.41,-0.036288044,69,0.53
11.92,641.793,-0.03532758,68.8,0.51
11.94,642.175,-0.035287143,68.7,0.5
11.96,642.554,-0.036199269,68.5,0.49
11.98,642.929,-0.038104984,68.3,0.49
12,643.312,-0.038800561,68.1,0.47
12.02,643.687,-0.035892441,67.9,0.47
12.04,644.062,-0.036135261,67.7,0.47
12.06,644.437,-0.036099542,67.5,0.46
12.08,644.812,-0.036705717,67.3,0.45
12.1,645.187,-0.038319262,67.1,0.43
12.12,645.554,-0.039400087,66.9,0.42
12.14,645.929,-0.042240049,66.7,0.41
12.16,646.297,-0.044091877,66.5,0.41
12.18,646.664,-0.043906181,66.3,0.41
12.2,647.031,-0.043141816,66.1,0.4
12.22,647.398,-0.042940866,65.9,0.4
12.24,647.765,-0.04371714,65.7,0.4
12.26,648.125,-0.044575135,65.5,0.39
12.28,648.492,-0.0459552,65.3,0.37
12.3,648.851,-0.04747953,65.1,0.35
12.32,649.211,-0.048876308,64.9,0.34
12.34,649.57,-0.047737393,64.6,0.33
12.36,649.929,-0.048430383,64.4,0.35
12.38,650.289,-0.047342805,64.2,0.38
12.4,650.64,-0.043798341,64,0.41
12.42,650.992,-0.044820435,63.8,0.45
12.44,651.351,-0.042747664,63.5,0.5
