Time,Distance,Corr Speed,Math Brake Pres Total,Alias Throttle Pos,Alias Steering Wheel Angle,Alias G Force Lat
s,m,km/h,bar,%,deg,G
24.76,1362,179.75,0.624,99.4,12.44,1.54
24.8,1364,180.56,0.7,99.8,23.399999,1.49
24.84,1366,181.27,1.084,99.8,24.919999,1.46
24.88,1368,181.66,0.661,100,22.18,1.44
24.92,1370,182.09,0.795,100,19.14,1.44
24.96,1372,182.82,1.303,99.8,16.86,1.42
25,1374,183.68,0.455,100,13.5,1.4
25.04,1377,184.25,0.439,100,12.22,1.36
25.08,1379,184.67,0.174,100,10.94,1.32
25.12,1381,185.36,0.256,100,8.94,1.27
25.16,1383,186.1,0.705,100.2,6.7,1.23
25.2,1385,186.67,0.965,100,5.9,1.18
25.24,1387,187.19,0.609,100,9.58,1.14
25.28,1389,187.73,0.322,100,12.839999,1.1
25.32,1391,188.18,0.212,100,14.239999,1.07
25.36,1393,188.7,0.348,100,12.88,1.03
25.4,1395,189.23,0.76,100,8.4,0.98
25.44,1397,189.53,0.86,99.8,4.72,0.92
25.48,1399,189.71,1.281,100,2.84,0.86
25.52,1402,190.28,1.117,100,2.08,0.78
25.56,1404,191.08,0.587,100,0.86,0.69
25.6,1406,191.76,1.035,100,-3.3,0.58
25.64,1408,192.44,0.351,100,-5.54,0.44
25.68,1410,193.25,0.636,100,-6.04,0.28
25.72,1412,193.9,0.61,100,-6.28,0.11
25.76,1414,194.36,0.098,100,-7.6,-0.07
25.8,1416,195.12,0.03,100,-11.2,-0.27
25.84,1419,196.12,0.146,100,-12.16,-0.45
25.88,1421,196.9,0.508,100,-13,-0.64
25.92,1423,197.28,0.592,100.2,-13.8,-0.81
25.96,1425,197.58,0.326,100.2,-14.459999,-0.96
26,1427,198.22,0.09,100,-14.7,-1.09
26.04,1430,198.83,0.402,100,-14.22,-1.19
26.08,1432,199.28,0.264,100,-13.02,-1.27
26.12,1434,199.64,0.45,100.2,-12.18,-1.33
26.16,1436,200.21,0.828,100,-12.22,-1.39
26.2,1438,200.86,0.36,100.2,-13.1,-1.44
26.24,1441,201.18,0.656,100.2,-13.02,-1.49
26.28,1443,201.19,0.313,100.2,-13.06,-1.53
26.32,1445,201.58,0.117,100,-13.02,-1.55
26.36,1447,201.97,0.193,100,-13.34,-1.56
26.4,1450,202.4,0.005,100,-15.1,-1.57
26.44,1452,203.15,0.001,100,-16.14,-1.57
26.48,1454,203.82,0.132,99.8,-16.099999,-1.58
26.52,1456,204.01,0.342,100,-16.74,-1.6
26.56,1459,204.49,0.486,99.8,-18.000001,-1.65
26.6,1461,205.26,0.33,99.8,-18.000001,-1.7
26.64,1463,205.7,0.626,99.8,-15.839999,-1.74
26.68,1466,205.86,0.406,99.8,-14.4,-1.78
26.72,1468,206.11,0.418,99.8,-14.12,-1.81
26.76,1470,206.62,0.614,99.8,-15.400001,-1.82
26.8,1472,207.06,0.15,99.8,-18.6,-1.82
26.84,1475,207.46,0.538,99.6,-21.16,-1.84
26.88,1477,208.04,0.692,99.6,-22.999999,-1.88
26.92,1479,208.7,0.756,99.6,-23.759999,-1.93
26.96,1482,209.26,0.796,99.6,-22.7,-2
27,1484,209.4,0.8,99.6,-18.699999,-2.06
27.04,1486,209.39,1.08,99.6,-16.459999,-2.1
27.08,1489,209.51,0.613,99.6,-17.1,-2.12
27.12,1491,210.1,0.279,99.6,-18.62,-2.12
27.16,1493,210.61,0.356,99.6,-19.06,-2.11
27.2,1496,211.36,0.52,99.6,-16.5,-2.12
27.24,1498,211.91,0.86,99.6,-12.82,-2.12
27.28,1500,211.93,1.2,99.6,-14,-2.11
27.32,1503,211.81,1.212,99.6,-16.64,-2.1
27.36,1505,212.42,0.853,99.6,-18.459999,-2.09
27.4,1507,213.25,0.365,99.4,-18.299999,-2.08
27.44,1510,213.68,1.161,99.6,-17.18,-2.07
27.48,1512,213.84,1.606,99.6,-15.82,-2.07
27.52,1515,214.18,1.39,99.4,-15.94,-2.07
27.56,1517,214.78,0.765,98.2,-17.219999,-2.07
27.6,1519,215.27,0.545,98.2,-17.3,-2.08
27.64,1522,215.48,1.717,93.4,-17.46,-2.1
27.68,1524,215.95,1.899,83.8,-17.800001,-2.13
27.72,1526,216.41,1.973,78.8,-19.080001,-2.16
27.76,1529,216.55,2.226,53.6,-21.82,-2.2
27.8,1531,216.86,2.35,32.2,-26.3,-2.25
27.84,1534,217.2,2.374,36.2,-23.34,-2.29
27.88,1536,217.12,2.26,37.2,-18.88,-2.32
27.92,1538,216.77,2.234,37.8,-17.28,-2.36
27.96,1541,216.56,2.419,35,-19.38,-2.39
28,1543,216.44,2.835,28.8,-22.500001,-2.4
28.04,1546,216.23,2.131,29.4,-19.940001,-2.41
28.08,1548,216.12,1.757,28.2,-20.02,-2.41
28.12,1550,216.02,2.349,20.8,-22.86,-2.42
28.16,1553,215.6,3.608,8.6,-27.319999,-2.43
28.2,1555,215.27,4.3,2.8,-30.999999,-2.46
28.24,1558,215.08,5.44,2.2,-31.16,-2.51
28.28,1560,214.58,7.123,2.8,-30.780001,-2.56
28.32,1562,213.56,8.389,3.4,-28.980001,-2.61
28.36,1565,212.65,8.327,2.6,-25.3,-2.67
28.4,1567,212.08,6.075,2.4,-19.7,-2.71
28.44,1569,211.6,4.807,3.2,-17.3,-2.71
28.48,1572,210.67,3.296,11.6,-16.099999,-2.71
28.52,1574,209.92,1.866,14,-16.179999,-2.7
28.56,1576,209.78,1.031,12.2,-17.78,-2.67
28.6,1579,209.56,1.495,14,-21.3,-2.62
28.64,1581,208.92,1.395,15.6,-23.38,-2.6
28.68,1583,208.44,1.268,15.4,-29.179999,-2.58
28.72,1586,208.4,1.8,13.6,-33.579999,-2.57
28.76,1588,208.39,2.818,11.4,-34.139999,-2.59
28.8,1590,207.89,3.29,11.2,-31.099999,-2.62
28.84,1593,207.14,3.214,11,-29.1,-2.66
28.88,1595,206.68,2.907,7.4,-25.960001,-2.68
28.92,1597,206.03,2.771,9.2,-21.120001,-2.67
28.96,1600,205.19,2.729,12.6,-15.82,-2.65
29,1602,204.56,2.225,10.8,-13.1,-2.63
29.04,1604,204.28,1.469,8.4,-19.34,-2.59
29.08,1606,203.96,1.16,9.2,-25.459999,-2.54
29.12,1609,203.44,1.708,9,-28.459999,-2.52
29.16,1611,203.09,2.667,8.8,-28.82,-2.5
29.2,1613,202.84,2.735,10.4,-30.500001,-2.49
29.24,1615,202.44,2.423,10.8,-33.220001,-2.51
29.28,1618,202,2.744,11.2,-34.02,-2.55
29.32,1620,201.54,2.554,11.8,-31.499999,-2.6
29.36,1622,200.84,2.142,13,-28.18,-2.64
29.4,1624,200.09,3.23,15,-30.500001,-2.68
29.44,1626,199.42,3.182,17.8,-34.979999,-2.69
29.48,1629,198.66,3.332,22.8,-32.98,-2.68
29.52,1631,198.4,3.126,27,-28.220001,-2.66
29.56,1633,198.35,2.49,26.8,-26.440001,-2.63
29.6,1635,198,1.83,27.6,-35.4,-2.61
29.64,1637,197.45,1.81,30.6,-44.440001,-2.61
29.68,1640,197.11,2.549,32,-47.420001,-2.6
29.72,1642,196.94,2.657,30.6,-47.66,-2.59
29.76,1644,196.54,2.026,29.2,-47.639999,-2.59
29.8,1646,196.18,1.83,27,-48.999999,-2.57
29.84,1648,196.19,2.878,27.6,-47.08,-2.54
29.88,1651,196.03,1.976,29.6,-45.04,-2.52
29.92,1653,195.54,2.134,29.6,-44.759999,-2.5
29.96,1655,195.16,3.152,28,-46.759998,-2.48
30,1657,194.87,1.62,25.2,-50.199998,-2.46
30.04,1659,194.46,3.18,26.2,-50.44,-2.45
30.08,1661,194.04,2.757,32.4,-50.08,-2.44
30.12,1664,193.9,2.221,36,-49.92,-2.42
30.16,1666,193.76,2.259,40.6,-50.220001,-2.4
30.2,1668,193.44,2.375,46,-50.699999,-2.38
30.24,1670,193.12,1.963,50.2,-50.220001,-2.37
30.28,1672,193.3,2.223,60.4,-49.74,-2.36
30.32,1674,193.6,1.821,59.6,-49.98,-2.35
30.36,1676,193.61,1.141,56.6,-50.899999,-2.36
30.4,1679,193.67,2.285,54.2,-51.7,-2.37
30.44,1681,193.6,1.653,54.8,-50.499998,-2.38
30.48,1683,193.48,2.224,63.8,-49.239999,-2.37
30.52,1685,193.45,2.016,67.4,-46.999999,-2.37
30.56,1687,193.75,0.98,74.2,-43.479999,-2.35
30.6,1689,194.04,1,85,-39.000001,-2.34
30.64,1691,194.21,1.932,82.2,-40.680001,-2.32
30.68,1694,194.14,1.469,81.2,-44.219999,-2.31
30.72,1696,194.28,1.151,82.2,-43.899999,-2.32
30.76,1698,194.9,1.467,94.8,-37.780001,-2.32
30.8,1700,195.55,1.855,99.4,-27.7,-2.33
30.84,1702,195.84,1.223,99.4,-28.26,-2.33
30.88,1704,195.84,1.125,99.6,-34.279999,-2.35
30.92,1707,196.02,1.501,99.4,-38.279999,-2.36
30.96,1709,196.4,1.939,99.6,-36.84,-2.36
31,1711,196.76,1.675,99.6,-30.599999,-2.37
31.04,1713,197.05,1.655,99.6,-28.040001,-2.39
31.08,1715,197.4,1.122,99.6,-27.400001,-2.41
31.12,1718,197.74,1.108,99.6,-27.76,-2.42
31.16,1720,197.87,1.579,99.8,-28.079999,-2.43
31.2,1722,198.08,1.435,99.8,-27.199999,-2.44
31.24,1724,198.56,1.895,99.8,-27.84,-2.44
31.28,1726,198.89,1.773,99.8,-29.62,-2.43
31.32,1729,199.03,1.285,99.6,-30.9,-2.44
31.36,1731,199.34,0.791,99.6,-30.58,-2.46
31.4,1733,199.81,0.795,99.6,-28.099999,-2.47
31.44,1735,200.06,1.259,99.8,-27.46,-2.49
31.48,1737,200.06,1.447,99.6,-27.48,-2.51
31.52,1740,200.27,1.275,99.6,-26.04,-2.52
31.56,1742,200.59,0.982,99.6,-22.74,-2.52
31.6,1744,200.81,1.13,99.6,-18.899999,-2.5
31.64,1746,200.88,0.746,99.6,-18.66,-2.48
31.68,1749,201.07,0.845,99.6,-18.36,-2.45
31.72,1751,201.5,0.955,99.6,-21.84,-2.43
31.76,1753,201.73,1.051,99.6,-29.4,-2.41
31.8,1755,201.65,1.555,99.6,-37.799998,-2.41
31.84,1757,201.76,1.287,99.6,-35.24,-2.42
31.88,1760,202.36,1.238,99.6,-32.02,-2.43
31.92,1762,202.92,1.468,99.6,-29.42,-2.42
31.96,1764,202.85,1.807,99.6,-28.299999,-2.43
32,1766,202.72,1.855,99.6,-29.1,-2.46
32.04,1769,203.18,1.903,99.6,-29.74,-2.47
32.08,1771,203.65,1.537,99.8,-30.14,-2.48
32.12,1773,203.6,1.373,99.8,-30.219999,-2.5
32.16,1775,203.23,1.387,99.8,-29.619998,-2.51
32.2,1778,203.38,0.915,99.8,-27.7,-2.5
32.24,1780,203.95,1.111,99.8,-25.06,-2.48
32.28,1782,204.3,1.727,99.8,-23.86,-2.47
32.32,1785,204.43,2.173,99.8,-24.42,-2.47
32.36,1787,204.56,1.852,99.8,-25.98,-2.47
32.4,1789,204.66,0.16,100,-26.7,-2.46
32.44,1791,204.65,0.036,100,-27.18,-2.45
32.48,1794,204.76,0.434,100,-25.68,-2.43
32.52,1796,204.97,0.736,100,-23.12,-2.39
32.56,1798,205.14,0.632,100,-20.34,-2.34
32.6,1800,205.31,0.12,100,-18.1,-2.29
32.64,1803,205.46,0.072,100,-17.94,-2.24
32.68,1805,205.69,0.714,100,-20.419999,-2.21
32.72,1807,205.99,0.872,100,-22.979999,-2.18
32.76,1810,206.26,0.473,99.8,-24.16,-2.16
32.8,1812,206.5,0.545,99.8,-23.599999,-2.16
32.84,1814,206.72,0.245,99.8,-23.439999,-2.15
32.88,1816,206.92,0.086,99.8,-22.619999,-2.14
32.92,1819,206.95,0.14,99.8,-21.219999,-2.14
32.96,1821,207.06,0.299,99.8,-19.34,-2.13
33,1823,207.44,0.275,99.8,-17.1,-2.12
33.04,1826,207.6,1.115,99.8,-20.220001,-2.1
33.08,1828,207.56,0.734,99.8,-25.32,-2.09
33.12,1830,207.67,0.702,99.8,-27.68,-2.08
33.16,1833,208,1.075,99.8,-25.6,-2.06
33.2,1835,208.56,0.395,99.8,-20.399999,-2.05
33.24,1837,209.03,1.315,99.8,-19.199999,-2.06
33.28,1839,209.28,1.44,99.8,-21.66,-2.08
33.32,1842,209.28,1.614,99.8,-23.94,-2.11
33.36,1844,209.42,2.277,99.6,-22.94,-2.13
33.4,1846,209.51,3.465,99.6,-16.300001,-2.13
33.44,1849,209.74,3.529,99.6,-13.74,-2.13
33.48,1851,209.89,4.211,99.6,-15.020001,-2.11
33.52,1853,210.11,4.489,99.6,-16.460001,-2.08
33.56,1856,210.2,4.312,99.6,-15.08,-2.04
33.6,1858,210.37,4.6,99.6,-8.6,-2.01
33.64,1860,210.56,5.984,99.6,-7.24,-1.96
33.68,1863,210.42,14.46,99,-6.96,-1.91
33.72,1865,209.57,29.696,63.6,-7.16,-1.85
33.76,1867,208.42,49.583,10.8,-6.3,-1.78
33.8,1870,206.8,70.235,3.4,-1.9,-1.69
33.84,1872,204.5,80.263,3.4,3.7,-1.56
33.88,1874,201.89,79.05,3.4,6.84,-1.42
33.92,1876,198.67,75.614,3.4,8.16,-1.24
33.96,1879,195.12,73.967,3.4,8.78,-1.03
34,1881,192.61,73.115,3.4,10.3,-0.81
34.04,1883,190.87,75.447,3.4,10.379999,-0.59
34.08,1885,188.69,76.183,3.4,9.38,-0.38
34.12,1887,186.35,74.241,3.4,7.3,-0.19
34.16,1889,183.74,69.635,3.4,3.96,-0.03
34.2,1891,181.12,63.475,3.2,-1,0.09
34.24,1893,178.3,62.591,2.4,-1.8,0.18
34.28,1895,175.57,65.715,2.4,0.4,0.25
34.32,1897,172.72,69.327,2.4,4.68,0.3
34.36,1899,170.51,71.407,2.4,9.16,0.34
34.4,1901,168.48,71.435,2.6,11,0.38
34.44,1903,165.94,69.831,2.4,6.68,0.4
34.48,1904,163.4,67.525,2.4,2.96,0.41
34.52,1906,161.08,66.043,2.4,0.72,0.43
34.56,1908,158.06,65.462,2.4,1.36,0.45
34.6,1910,155.58,64.41,2.6,6.8,0.47
34.64,1911,153.84,61.47,2.6,11.92,0.52
34.68,1913,152.05,60.57,2.6,12.66,0.57
34.72,1915,149.87,57.396,2.6,10.62,0.63
34.76,1916,147.84,51.372,2.4,7.66,0.69
34.8,1918,145.86,45.66,2.4,5.9,0.74
34.84,1920,143.96,44.856,2.4,9.42,0.78
34.88,1921,142.1,44.85,2.4,14.86,0.82
34.92,1923,140.65,43.128,2.6,18.38,0.87
34.96,1924,139.39,39.713,2.6,19.359999,0.92
35,1926,138.07,37.165,2.4,20.399999,0.97
35.04,1927,136.52,39.305,2.4,21.68,1.02
35.08,1929,134.8,39.834,2.4,21.039999,1.07
35.12,1930,133.34,42.544,2.4,19.96,1.1
35.16,1932,131.72,46.923,2.4,19.680001,1.13
35.2,1933,130.37,48.155,2.4,21.2,1.16
35.24,1935,128.74,45.647,2.4,22.48,1.19
35.28,1936,126.78,42.11,2.4,23.039999,1.22
35.32,1938,125.03,38.822,2.4,23.279999,1.23
35.36,1939,123.72,36.236,2.4,23.499999,1.23
35.4,1940,122.63,33.98,2.4,23.9,1.25
35.44,1942,121.4,32.096,2.4,27.259999,1.27
35.48,1943,120.61,30.647,2.4,33.979999,1.3
35.52,1944,119.71,27.815,2.4,38.739999,1.36
35.56,1946,118.79,23.761,2.4,40.079999,1.43
35.6,1947,117.95,20.625,2.6,40.399999,1.49
35.64,1948,117.1,15.357,2.8,35.520001,1.53
35.68,1950,116.3,12.807,3.2,27.94,1.57
35.72,1951,115.58,12.257,3.2,27.22,1.59
35.76,1952,114.86,12.498,3.2,37.699999,1.59
35.8,1953,113.87,11.83,3,58.499997,1.6
35.84,1955,112.72,11.766,3,68.660001,1.61
35.88,1956,111.98,12.824,3,75.58,1.63
35.92,1957,111.79,12.14,2.4,75.940001,1.64
35.96,1958,111.54,9.617,2.4,69.640002,1.65
36,1960,111.02,7.925,2.4,59.8,1.68
36.04,1961,110.48,6.709,2.4,56.68,1.7
36.08,1962,110.32,6.147,2.4,49.78,1.71
36.12,1963,110.1,5.565,2.4,44.26,1.73
36.16,1964,109.57,4.863,2.4,45.619999,1.76
36.2,1966,108.94,4.515,2.4,59.699999,1.79
36.24,1967,108.28,5.211,2.4,70.74,1.8
36.28,1968,107.5,5.142,2.4,82.860001,1.83
36.32,1969,106.56,5.5,2.4,90.380001,1.87
36.36,1970,106.07,6.219,2.6,90.7,1.9
36.4,1972,105.74,5.975,2.6,84.299998,1.92
36.44,1973,105.14,4.467,3,83.9,1.95
36.48,1974,104.4,2.977,6.2,86.079999,1.98
36.52,1975,103.94,2.169,9.4,86.719998,1.98
36.56,1976,103.6,1.942,12,85.319999,1.97
36.6,1977,103,1.43,14.4,84.999997,1.95
36.64,1979,102.49,2.186,26.8,85.719997,1.94
36.68,1980,102.32,2.408,31.4,86.199999,1.91
36.72,1981,102.42,2.422,34.8,86.6,1.88
36.76,1982,102.36,2.373,37.6,87.339999,1.86
36.8,1983,102.53,2.225,37.6,89.100002,1.84
36.84,1984,103.02,2.105,38.2,89.179997,1.8
36.88,1985,103.75,2.423,50.8,89.019999,1.78
36.92,1987,104.26,2.493,53.4,89.059999,1.76
36.96,1988,104.77,2.341,57.6,88.799997,1.72
37,1989,105.37,2.705,59.6,86.799997,1.7
37.04,1990,105.89,1.669,55.6,86.560001,1.69
37.08,1991,106.44,2.058,57.4,85.78,1.7
37.12,1992,107.08,2.652,65.4,84.459998,1.71
37.16,1994,107.77,2.832,66.2,82.719996,1.74
37.2,1995,108.26,2.58,65.2,80.799997,1.77
37.24,1996,108.85,3.032,69.2,76.480001,1.83
37.28,1997,109.48,2.74,76.6,66.220002,1.88
37.32,1998,110.24,2.446,99,53.660001,1.91
37.36,2000,110.87,2.294,99.6,42.06,1.93
37.4,2001,111.06,1.83,99.6,34.300001,1.94
37.44,2002,111.28,1.55,99.8,37.340001,1.91
37.48,2003,111.84,0.61,99.6,34.2,1.85
37.52,2005,112.62,0.456,99.4,31.44,1.77
37.56,2006,113.26,0.877,99.6,34.42,1.7
37.6,2007,113.86,0.005,99.8,47.299999,1.64
37.64,2008,114.71,0.537,100,52.099999,1.58
37.68,2010,115.62,0.271,100,50.899998,1.53
37.72,2011,116.41,0.015,100,47.859999,1.5
37.76,2012,116.98,0.025,100,45.62,1.48
37.8,2014,117.54,0.005,100,45.3,1.47
37.84,2015,118.28,0.273,100,45.62,1.46
37.88,2016,118.98,0.298,100,44.68,1.46
37.92,2017,119.71,0.162,100,42.92,1.47
37.96,2019,120.37,0.09,100,40.939999,1.49
38,2020,121.18,0.45,100,39.499998,1.51
38.04,2022,121.93,0.094,100,35.98,1.52
38.08,2023,122.58,0.347,100,32.7,1.53
38.12,2024,123.18,0.369,100,34.06,1.54
38.16,2026,123.92,0.078,100,40.420001,1.56
38.2,2027,124.74,0.15,100,48.099999,1.57
38.24,2028,125.51,0.274,100,45.379999,1.59
38.28,2030,126.34,0.56,99.8,40.2,1.61
38.32,2031,126.98,0.508,99.8,38.24,1.62
38.36,2033,127.69,0.262,99.8,40.120001,1.63
38.4,2034,128.53,0.61,99.8,41.4,1.64
38.44,2035,129.31,0.778,99.6,39.800001,1.66
38.48,2037,130.13,0.334,99.6,35.2,1.68
38.52,2038,130.97,0.226,99.8,32.2,1.7
38.56,2040,131.52,0.553,99.8,32.399999,1.72
38.6,2041,131.99,0.565,99.8,34.399998,1.72
38.64,2043,132.82,0.185,100,30.319999,1.71
38.68,2044,133.69,0.129,99.8,24.859999,1.69
38.72,2046,134.35,0.205,99.8,23.899999,1.67
38.76,2047,134.9,0.242,99.8,28.74,1.67
38.8,2049,135.5,0.09,99.8,36.099998,1.65
38.84,2050,136.46,0.434,99.8,29.14,1.63
38.88,2052,137.32,0.394,99.8,16.3,1.61
38.92,2053,138.02,0.366,99.8,10.34,1.58
38.96,2055,138.56,0.366,99.8,17.36,1.56
39,2056,139.28,0.03,99.8,36.800001,1.53
39.04,2058,140.16,0.322,99.8,43.28,1.52
39.08,2059,141.08,0.332,99.8,41.120001,1.53
39.12,2061,142.12,0.176,99.8,35.480001,1.54
39.16,2063,142.96,0.211,100,30.1,1.56
39.2,2064,143.64,1.035,99.8,27.3,1.58
39.24,2066,144.2,0.331,100,28.420001,1.59
39.28,2067,144.9,0.464,100,26.6,1.59
39.32,2069,145.48,0.404,100,24.12,1.58
39.36,2071,146.15,0.005,100,22.580001,1.55
39.4,2072,146.95,0.005,100,22.9,1.52
39.44,2074,147.8,0.009,100,25.22,1.49
39.48,2076,148.63,0.046,100,30.54,1.49
39.52,2077,149.4,0.212,100,33.459999,1.49
39.56,2079,150.25,0.34,100,31.339998,1.5
39.6,2081,151,0,100,24.3,1.51
39.64,2082,151.72,0.288,100,20.78,1.5
39.68,2084,152.42,0.369,100,19.36,1.49
39.72,2086,153.01,0.501,100,20.2,1.47
39.76,2087,153.6,0.615,100,22.06,1.44
39.8,2089,154.39,0.315,100,22.299999,1.41
39.84,2091,155.29,0.911,100,19.099999,1.38
39.88,2092,155.99,0.496,100,17.16,1.34
39.92,2094,156.54,0.072,100,17.52,1.31
39.96,2096,157.21,0.119,100,19.56,1.26
40,2098,158.18,0.595,100,21.000001,1.23
40.04,2099,158.99,0.667,100,18.52,1.19
40.08,2101,159.58,0.508,100,16.16,1.15
40.12,2103,160.3,0.33,100,15.08,1.12
40.16,2105,161.09,0.241,100,15.3,1.09
40.2,2107,161.84,0.245,100,15.699999,1.06
40.24,2108,162.5,0.465,100,15.859999,1.03
40.28,2110,163.25,0.421,100,15.899999,1.01
40.32,2112,163.99,0.217,100,15.739999,1
40.36,2114,164.71,0.032,100,15.379999,0.99
40.4,2116,165.56,0.12,100,14.9,0.98
40.44,2118,166.26,0.332,100,14.660001,0.97
40.48,2119,166.82,0.427,100,14.42,0.95
40.52,2121,167.44,0.307,100,14.38,0.94
40.56,2123,168.24,0.153,100,14.32,0.92
40.6,2125,169.09,0.425,100,13.599999,0.89
40.64,2127,169.69,0.377,100,13.52,0.87
40.68,2129,170.2,0.146,100,13.26,0.84
40.72,2131,170.8,0.202,100,13.1,0.8
40.76,2133,171.48,0.444,100,12.98,0.77
40.8,2134,172.08,0.2,100,12.5,0.74
40.84,2136,172.52,0.332,100,12.02,0.72
40.88,2138,173.04,0.185,100,12.02,0.72
40.92,2140,173.57,0.317,100,12.26,0.73
40.96,2142,174.22,0.665,100,12.5,0.74
41,2144,175.02,0.545,100,12.5,0.75
41.04,2146,175.63,0.497,100,10.18,0.74
41.08,2148,175.98,0.2,100,5.76,0.71
41.12,2150,176.48,0.054,100,2.4,0.66
41.16,2152,177.1,0.119,100,1.16,0.58
41.2,2154,177.68,0.115,100,1,0.49
41.24,2156,178.37,0.511,100,1.16,0.4
41.28,2158,179.2,0.433,100,1.26,0.31
41.32,2160,179.81,0.227,100,1.3,0.23
41.36,2162,180.22,0.185,100,1.32,0.16
41.4,2164,180.8,0.545,100,1.4,0.1
41.44,2166,181.52,0.253,100,1.32,0.04
41.48,2168,182.12,0.075,100,1.3,0
41.52,2170,182.72,0.159,100,1.3,-0.03
41.56,2172,183.4,0.33,100,1.24,-0.07
41.6,2174,184.1,0.09,100,1,-0.1
41.64,2176,184.75,0.182,100,0.52,-0.13
41.68,2178,185.41,0.538,100,0.46,-0.15
41.72,2180,186.13,0.65,100,0.34,-0.18
41.76,2182,186.7,0.437,100,0,-0.2
41.8,2184,187.13,0.245,100,-0.4,-0.23
41.84,2186,187.68,0.057,100,-0.4,-0.25
41.88,2188,188.24,0.01,100,-0.4,-0.28
41.92,2190,188.83,0.01,100,-0.36,-0.29
41.96,2193,189.5,0.009,100,-0.28,-0.31
42,2195,190.08,0.005,100,-0.2,-0.32
42.04,2197,190.67,0.169,100,-0.2,-0.32
42.08,2199,191.17,0.252,100,-0.26,-0.32
42.12,2201,191.75,0.446,99.8,-0.34,-0.31
42.16,2203,192.34,0.606,100,-0.42,-0.31
42.2,2205,192.95,0.25,100,-0.5,-0.31
42.24,2207,193.49,0.174,100,-0.98,-0.32
42.28,2210,194.02,0.371,100,-2,-0.34
42.32,2212,194.75,0.311,100,-2.84,-0.36
42.36,2214,195.54,0.091,100,-3.22,-0.4
42.4,2216,196.16,0.435,100,-3.3,-0.43
42.44,2218,196.56,0.163,100,-3.38,-0.47
42.48,2220,197.24,0.335,100,-4.6,-0.5
42.52,2223,197.93,0.301,100,-5.56,-0.54
42.56,2225,198.46,0.188,100,-5.92,-0.58
42.6,2227,199.01,0.9,100,-6.4,-0.63
42.64,2229,199.6,0.576,99.8,-6.64,-0.67
42.68,2232,200.06,0.27,100,-7.84,-0.72
42.72,2234,200.58,0.074,99.8,-9.6,-0.78
42.76,2236,201.17,0.124,99.8,-11.12,-0.84
42.8,2238,201.73,0.6,99.8,-11.2,-0.92
42.84,2240,202.02,0.128,100,-10.559999,-0.99
42.88,2243,202.38,0.007,99.8,-8.78,-1.07
42.92,2245,202.69,0.125,99.8,-7.58,-1.13
42.96,2247,202.85,0.256,99.8,-7.62,-1.18
43,2249,203.38,0.06,99.8,-8.5,-1.22
43.04,2252,203.96,0.016,99.8,-8.34,-1.23
43.08,2254,204.11,0.005,99.8,-9.86,-1.22
43.12,2256,204.24,0.193,99.8,-11.82,-1.23
43.16,2259,205.13,0.381,99.8,-12.82,-1.24
43.2,2261,206.21,0.005,99.8,-11.3,-1.25
43.24,2263,206.53,0.245,99.8,-9.14,-1.27
43.28,2265,206.38,0.671,99.8,-9.32,-1.31
43.32,2268,206.75,0.865,99.8,-10.36,-1.33
43.36,2270,207.61,0.656,99.8,-11.56,-1.33
43.4,2272,207.95,0.12,99.8,-13,-1.33
43.44,2275,208.07,0.464,99.8,-12.76,-1.34
43.48,2277,208.45,0.457,99.8,-11.8,-1.36
43.52,2279,209.23,0.359,99.8,-12.24,-1.38
43.56,2282,209.94,0.293,99.8,-14.44,-1.42
43.6,2284,210.13,0.245,99.8,-16.999999,-1.48
43.64,2286,210.41,0.513,99.6,-14.919999,-1.53
43.68,2289,211.02,0.268,99.8,-11.7,-1.57
43.72,2291,211.49,0.29,99.8,-9.9,-1.59
43.76,2293,211.54,0.551,99.6,-10.42,-1.61
43.8,2296,211.78,0.215,99.8,-12.5,-1.61
43.84,2298,212.39,0.187,99.6,-11.7,-1.6
43.88,2300,212.96,0.402,99.6,-11.8,-1.58
43.92,2303,213.31,0.606,99.8,-12.56,-1.59
43.96,2305,213.64,0.553,99.8,-12.82,-1.59
44,2307,214.3,0.005,99.8,-10.5,-1.6
44.04,2310,214.82,0.201,99.8,-8.34,-1.6
44.08,2312,214.96,0.43,99.8,-8.64,-1.59
44.12,2315,215.2,0.546,99.8,-10,-1.57
44.16,2317,215.64,0.552,99.8,-11.04,-1.53
44.2,2319,216.14,0.6,99.8,-10.399999,-1.49
44.24,2322,216.49,0.728,99.6,-8.72,-1.45
44.28,2324,216.86,0.307,99.6,-7.76,-1.42
44.32,2327,217.44,0.101,99.8,-7.4,-1.4
44.36,2329,217.88,0.215,99.8,-7.4,-1.37
44.4,2331,218.04,0.095,99.8,-7.4,-1.35
44.44,2334,218.5,0.187,99.8,-7.24,-1.32
44.48,2336,219.01,0.303,99.8,-7.02,-1.29
44.52,2339,219.43,0.537,99.6,-6.94,-1.27
44.56,2341,219.92,0.648,99.6,-6.74,-1.25
44.6,2344,220.45,0.06,99.8,-5.7,-1.23
44.64,2346,220.73,0.5,99.8,-5.14,-1.2
44.68,2348,220.78,0.625,99.6,-5.3,-1.17
44.72,2351,221.18,0.383,99.8,-5.5,-1.12
44.76,2353,221.82,0.016,99.8,-5.34,-1.08
44.8,2356,222.41,0.06,99.8,-4.7,-1.03
44.84,2358,222.64,0.476,99.6,-4.3,-1
