Time,Distance,Corr Speed,Math Brake Pres Total,Alias Throttle Pos,Alias Steering Wheel Angle,Alias G Force Lat
s,m,km/h,bar,%,deg,G
44.88,2361,223.02,0.577,99.8,-5.1,-0.98
44.92,2363,223.63,0.349,99.8,-5.5,-0.96
44.96,2366,224.21,0.01,99.6,-4.86,-0.94
45,2368,224.27,0.01,99.6,-3.5,-0.93
45.04,2371,224.54,0.75,99.6,-4.3,-0.91
45.08,2373,225.23,0.416,99.6,-5.34,-0.89
45.12,2376,225.8,0.236,99.8,-5.86,-0.88
45.16,2378,225.91,0.389,99.6,-5.78,-0.88
45.2,2381,226.38,0.005,99.8,-5.7,-0.88
45.24,2383,227.05,0.513,99.8,-5.7,-0.89
45.28,2386,227.56,0.277,99.8,-5.64,-0.9
45.32,2388,227.87,0.253,99.8,-5.76,-0.93
45.36,2391,228.24,0.508,99.8,-5.96,-0.95
45.4,2393,228.7,0.22,99.8,-5.8,-0.97
45.44,2396,229.1,0.596,99.8,-5.8,-0.99
45.48,2398,229.51,0.843,99.6,-5.8,-1.01
45.52,2401,229.98,0.665,99.8,-5.8,-1.03
45.56,2404,230.34,0.225,99.8,-5.76,-1.03
45.6,2406,230.63,0.145,99.8,-5.6,-1.04
45.64,2409,231.01,0.281,99.8,-5.52,-1.03
45.68,2411,231.48,0.381,99.8,-5.2,-1.02
45.72,2414,231.88,0.353,99.8,-4.92,-1
45.76,2416,232.2,0.196,99.8,-4.8,-0.99
45.8,2419,232.51,0,99.8,-4.8,-0.96
45.84,2422,232.92,0.332,99.8,-4.8,-0.94
45.88,2424,233.32,0.397,99.8,-4.8,-0.93
45.92,2427,233.69,0.365,99.6,-4.8,-0.92
45.96,2429,234.12,0.324,99.8,-4.82,-0.92
46,2432,234.65,0.28,99.8,-4.9,-0.92
46.04,2435,235.09,0.348,99.8,-4.9,-0.93
46.08,2437,235.43,0.218,99.6,-4.9,-0.93
46.12,2440,235.58,0.28,99.6,-5.1,-0.93
46.16,2442,235.96,0.513,99.8,-5.36,-0.94
46.2,2445,236.68,0.485,99.8,-5.2,-0.94
46.24,2448,237.19,0.389,99.8,-4.96,-0.95
46.28,2450,237.34,0.266,99.8,-5.02,-0.97
46.32,2453,237.59,0.204,99.8,-5.02,-0.99
46.36,2456,238.02,0.168,99.8,-5.18,-1
46.4,2458,238.46,0,99.6,-6.3,-1.02
46.44,2461,238.73,0.244,99.8,-6.3,-1.04
46.48,2463,238.97,0.665,99.8,-5.76,-1.05
46.52,2466,239.03,0.665,99.6,-5.32,-1.06
46.56,2469,239.14,0.412,99.6,-5.24,-1.07
46.6,2471,239.5,0.84,99.8,-5.4,-1.07
46.64,2474,240.01,0.32,99.8,-5.48,-1.06
46.68,2477,240.48,0.31,99.8,-5.38,-1.05
46.72,2479,240.79,0.31,99.8,-5.26,-1.04
46.76,2482,240.94,0.285,99.8,-5.24,-1.04
46.8,2485,241.33,0.665,99.8,-5.4,-1.03
46.84,2487,241.8,0.213,99.8,-5,-1.02
46.88,2490,242.1,0.367,99.6,-5.08,-1
46.92,2493,242.32,0.387,99.8,-5.2,-1
46.96,2496,242.78,0.162,99.6,-5.2,-0.98
47,2498,243.12,0.21,99.8,-5.2,-0.98
47.04,2501,243.24,0.446,99.8,-5.44,-0.98
47.08,2504,243.83,0.277,99.8,-5.32,-0.99
47.12,2506,244.63,0.277,99.8,-4.92,-0.99
47.16,2509,244.7,0.481,99.8,-4.76,-1
47.2,2512,244.61,0.385,99.6,-5.8,-1.01
47.24,2514,245.06,0.081,99.6,-6.04,-1.02
47.28,2517,245.77,0.08,99.8,-5.92,-1.03
47.32,2520,246.11,0.21,99.8,-5.8,-1.04
47.36,2523,246.29,0.361,99.8,-5.8,-1.06
47.4,2525,246.66,0.485,99.8,-5.8,-1.07
47.44,2528,247.13,0.681,99.8,-5.8,-1.09
47.48,2531,247.46,0.295,99.8,-5.5,-1.11
47.52,2534,247.74,0.015,99.8,-5.26,-1.12
47.56,2536,247.96,0.031,99.8,-5.24,-1.12
47.6,2539,248.26,0.035,99.8,-5.4,-1.12
47.64,2542,248.66,0.463,99.8,-5.48,-1.12
47.68,2545,249.04,0.444,99.8,-5.5,-1.1
47.72,2547,249.2,0.506,99.8,-5.46,-1.09
47.76,2550,249.43,0.694,99.8,-5.42,-1.08
47.8,2553,249.97,0.57,99.8,-5.5,-1.08
47.84,2556,250.3,0.406,99.8,-5.5,-1.09
47.88,2559,250.42,0.602,99.8,-5.5,-1.1
47.92,2561,250.72,0.576,99.8,-5.42,-1.1
47.96,2564,250.9,0.313,100,-5.16,-1.1
48,2567,250.98,0.365,99.8,-4.6,-1.08
48.04,2570,251.28,0.361,99.8,-4.68,-1.06
48.08,2572,251.93,0.543,99.8,-4.04,-1.03
48.12,2575,252.13,0.679,99.8,-3.48,-1
48.16,2578,252.1,0.606,100,-3.26,-0.96
48.2,2581,252.41,0.23,100,-3.1,-0.93
48.24,2584,252.77,0.078,99.8,-3.02,-0.9
48.28,2586,252.96,0.148,99.8,-2.52,-0.86
48.32,2589,253.3,0.252,100,-1.56,-0.82
48.36,2592,253.64,0.557,100,-0.56,-0.77
48.4,2595,253.67,1.585,99.8,-0.4,-0.71
48.44,2598,253.81,1.649,99.8,-0.56,-0.65
48.48,2601,254.38,0.699,100,-0.12,-0.59
48.52,2603,254.7,1.263,100,0.6,-0.53
48.56,2606,254.58,3.077,99.8,1.16,-0.47
48.6,2609,254.89,3.085,99.8,1,-0.41
48.64,2612,255.32,3.389,100,0.92,-0.36
48.68,2615,255.37,3.744,99.8,1.14,-0.32
48.72,2617,255.37,3.618,99.8,1.54,-0.27
48.76,2620,255.67,3.386,99.8,1.96,-0.23
48.8,2623,256,4.33,99.8,2.2,-0.19
48.84,2626,255.91,7.062,99.8,2.2,-0.15
48.88,2629,255.79,7.358,99.8,2.32,-0.11
48.92,2632,256.18,6.898,99.8,2.72,-0.06
48.96,2635,256.45,7.744,100,3.2,-0.02
49,2637,256.13,12.34,100,3.2,0.03
49.04,2640,256.03,10.86,99.8,3.12,0.07
49.08,2643,256.19,11.471,99.8,3.1,0.11
49.12,2646,255.29,26.119,99.4,3.06,0.13
49.16,2649,253.56,51.662,71,3.02,0.15
49.2,2651,251.62,69.87,29.4,3.1,0.15
49.24,2654,248.81,96.742,3.2,3.02,0.14
49.28,2657,245.06,121.157,3.2,2.88,0.13
49.32,2660,240.71,133.101,3.4,2.56,0.11
49.36,2662,236.38,132.307,2.8,2.04,0.1
49.4,2665,231.83,128.255,3.4,1.4,0.07
49.44,2667,229.16,119.551,2.6,1.64,0.04
49.48,2670,225.49,111.438,3.4,1.7,0.01
49.52,2672,221.82,104.886,3.2,1.7,-0.03
49.56,2675,218.89,100.398,2.4,1.9,-0.06
49.6,2677,216.11,98.01,2.6,2.7,-0.07
49.64,2680,212.21,98.91,3.4,2.86,-0.08
49.68,2682,208.42,98.637,3.2,2.6,-0.07
49.72,2684,204.84,98.357,2.8,2.36,-0.06
49.76,2686,202.16,97.917,2.8,2.16,-0.06
49.8,2689,199.3,95.845,2.8,1.6,-0.06
49.84,2691,195.76,95.093,2.6,1.12,-0.07
49.88,2693,192.06,94.119,2.4,1.18,-0.1
49.92,2695,188.9,93.909,2.4,1.26,-0.13
49.96,2697,185.48,93.651,2.4,1.28,-0.15
50,2699,181.51,90.735,2.4,1.6,-0.17
50.04,2701,178.84,90.219,2.4,1.68,-0.18
50.08,2703,176.45,90.372,2.4,2.48,-0.18
50.12,2705,173.03,90.246,2.4,3.48,-0.19
50.16,2707,168.82,89.541,2.4,4.2,-0.18
50.2,2709,165.56,88.605,2.4,4.2,-0.17
50.24,2711,164.09,82.517,2.4,4.2,-0.15
50.28,2712,162.08,78.643,2.6,4.2,-0.13
50.32,2714,155.9,77.133,2.4,4.2,-0.11
50.36,2716,153.42,77.033,2.4,4.16,-0.08
50.4,2718,152.7,76.285,2.6,4,-0.06
50.44,2719,148.96,77.301,2.4,3.84,-0.06
50.48,2721,145.38,73.925,2.4,3.68,-0.05
50.52,2722,144.68,68.961,2.4,3.52,-0.05
50.56,2724,143.99,64.641,2.8,3.4,-0.05
50.6,2726,140.78,62.625,3,3.4,-0.05
50.64,2727,138.23,56.725,3.2,3.64,-0.06
50.68,2729,136.63,50.048,3.4,3.76,-0.06
50.72,2730,135.16,46.17,3.2,4.4,-0.07
50.76,2732,133.31,45.464,3.2,5.54,-0.06
50.8,2733,129.58,45.1,3.2,6.5,-0.05
50.84,2735,126.42,45.2,2.4,6.66,-0.04
50.88,2736,125.64,42.735,3.4,6.46,-0.02
50.92,2737,125.39,41.705,3.4,5.86,0
50.96,2739,121.68,42.416,3.2,4.64,0.02
51,2740,119.59,41.48,2.6,2.4,0.03
51.04,2741,119.51,39.076,2.4,1.52,0.03
51.08,2743,118.69,38.421,2.4,0.28,0.02
51.12,2744,116.09,38.511,2.4,-0.68,-0.01
51.16,2745,114.12,39.264,2.4,-1.24,-0.03
51.2,2747,113.02,41.52,2.4,-1.8,-0.06
51.24,2748,111.52,43.124,2.4,-2.6,-0.09
51.28,2749,109.63,41.767,2.4,-3.1,-0.12
51.32,2750,108.19,39.613,2.4,-3.26,-0.14
51.36,2751,106.75,38.171,2.4,-3.46,-0.17
51.4,2753,104.94,38.295,2.4,-4.5,-0.2
51.44,2754,103.37,39.115,2.4,-6.58,-0.22
51.48,2755,102.06,38.597,2.4,-10.04,-0.26
51.52,2756,100.78,37.155,2.4,-13.92,-0.3
51.56,2757,99.61,35.981,2.4,-17.799999,-0.35
51.6,2758,98.46,37.045,2.4,-21.8,-0.4
51.64,2759,96.97,36.773,2.4,-21.96,-0.45
51.68,2760,95.57,33.822,2.4,-19.66,-0.5
51.72,2761,94.38,30.93,2.4,-17.58,-0.55
51.76,2762,93.19,29.457,2.4,-17.739999,-0.59
51.8,2763,91.75,29.385,2.4,-21.499999,-0.63
51.84,2764,90.43,30.653,2.4,-25.5,-0.67
51.88,2765,89.21,30.421,2.4,-28.959999,-0.71
51.92,2766,88.22,30.067,2.4,-31.999999,-0.75
51.96,2767,87.28,29.377,2.4,-35.779999,-0.8
52,2768,86.36,26.545,2.4,-42.499998,-0.84
52.04,2769,85.31,23.161,2.4,-45.299999,-0.89
52.08,2770,84.46,22.249,2.4,-47.799999,-0.94
52.12,2771,83.63,21.609,2.4,-50.199999,-1
52.16,2772,82.85,20.337,2.4,-52.719999,-1.05
52.2,2773,81.95,18.825,2.4,-55.600001,-1.1
52.24,2774,81.24,17.457,2.4,-59.279997,-1.15
52.28,2775,80.54,16.89,2.4,-63.799997,-1.2
52.32,2776,79.9,15.544,2.4,-66.119999,-1.25
52.36,2777,79.44,13.34,3,-64.980002,-1.29
52.4,2777,79.09,11.7,3,-60.900002,-1.31
52.44,2778,78.3,11.564,2.8,-62.499999,-1.36
52.48,2779,77.52,10.795,2.8,-70.4,-1.39
52.52,2780,77.08,9.395,2.8,-76.360002,-1.39
52.56,2781,76.5,7.949,2.8,-77.86,-1.41
52.6,2782,75.96,7.625,2.8,-78.099996,-1.44
52.64,2783,75.52,7.621,2.8,-81.3,-1.45
52.68,2783,75.26,7.602,2.8,-86.06,-1.46
52.72,2784,74.92,7.48,2.8,-90.819999,-1.48
52.76,2785,74.45,7.265,3,-96.08,-1.51
52.8,2786,74,7.065,3.2,-104.400002,-1.54
52.84,2787,73.66,6.829,3.2,-107.760001,-1.57
52.88,2787,73.16,7.043,3,-107.4,-1.61
52.92,2788,72.79,6.737,3,-105.199999,-1.65
52.96,2789,72.5,5.926,3,-102.479999,-1.67
53,2790,72.18,5.61,2.8,-100.000001,-1.69
53.04,2791,71.72,4.61,2.8,-101.759999,-1.72
53.08,2791,71.32,3.085,2.8,-107.719997,-1.75
53.12,2792,70.96,1.683,3.2,-115.439996,-1.78
53.16,2793,70.75,0.891,3.4,-125.219995,-1.81
53.2,2794,70.32,1.035,3.2,-140.099993,-1.85
53.24,2795,69.91,1.011,3,-145.139995,-1.91
53.28,2795,69.71,0.699,2.4,-138.840001,-1.93
53.32,2796,69.59,0.597,2.6,-128.560003,-1.92
53.36,2797,69.26,0.768,4,-119.460002,-1.87
53.4,2798,68.53,0.84,5.6,-114.5,-1.79
53.44,2798,67.61,0.248,6,-112.739997,-1.71
53.48,2799,66.7,0.097,7.4,-108.879998,-1.63
53.52,2800,66.29,0.115,7.4,-101.799999,-1.56
53.56,2801,66.13,0.167,7.4,-91.439999,-1.47
53.6,2801,65.99,0.255,8.8,-78.800002,-1.37
53.64,2802,65.52,0.055,17.8,-80.399998,-1.28
53.68,2803,64.96,0.002,20.4,-95.379999,-1.21
53.72,2804,64.9,0.132,20.6,-110.060002,-1.2
53.76,2804,65.4,0.319,20.6,-115.020003,-1.23
53.8,2805,66.2,0.275,22.2,-105.1,-1.29
53.84,2806,66.61,0.179,26.8,-90.140001,-1.35
53.88,2806,66.43,0.38,31.6,-80.760001,-1.41
53.92,2807,66.42,0.318,33.4,-79.28,-1.41
53.96,2808,66.72,0.224,33.2,-82.459998,-1.4
54,2809,67.12,1.12,32.8,-81.499996,-1.39
54.04,2809,67.36,0.228,33.4,-71.979996,-1.39
54.08,2810,67.73,0.008,35.8,-70.379998,-1.38
54.12,2811,68.12,0.114,38.8,-74.579999,-1.36
54.16,2812,68.69,0.331,38.4,-80.399998,-1.34
54.2,2812,69.47,0.575,38.2,-81.599997,-1.3
54.24,2813,70.22,0.119,39.6,-77.119999,-1.27
54.28,2814,70.88,0.218,46.4,-69.279999,-1.24
54.32,2815,71.24,0.35,51.6,-62.439999,-1.2
54.36,2816,71.92,0.268,59,-57.96,-1.15
54.4,2816,72.78,0,79,-54.2,-1.1
54.44,2817,73.7,0.34,96,-53.24,-1.05
54.48,2818,74.64,0.203,99.2,-50.000001,-1.01
54.52,2819,75.68,0.275,99.2,-45.44,-0.97
54.56,2820,76.74,0.485,99.4,-39.619999,-0.93
54.6,2821,77.86,0.005,99.4,-31.700001,-0.88
54.64,2822,78.88,0.417,99.4,-23.22,-0.81
54.68,2822,79.8,0.268,99.6,-11.98,-0.73
54.72,2823,80.7,0.714,99.6,-1.94,-0.61
54.76,2824,81.38,2.143,99.4,7.7,-0.46
54.8,2825,82.36,4.175,99.4,22.500001,-0.28
54.84,2826,83.82,3.227,99.4,32.739999,-0.09
54.88,2827,85.18,2.477,97,41.659998,0.1
54.92,2828,86.18,1.553,88.6,48.059999,0.29
54.96,2829,87.11,0.974,83.2,53.06,0.48
55,2830,88.33,2.15,82.4,60.100002,0.63
55.04,2831,89.42,1.994,78.6,60.740002,0.76
55.08,2832,90.3,1.88,67.8,60.840001,0.88
55.12,2833,91.09,1.732,56,61.440001,0.98
55.16,2834,91.98,1.762,54.2,63.24,1.06
55.2,2835,92.74,2.47,53.6,66.6,1.13
55.24,2836,93.37,2.106,53,66.919997,1.2
55.28,2837,93.89,2.012,41.4,64.36,1.26
55.32,2838,94.26,2.33,30.2,62.440001,1.32
55.36,2839,94.46,2.823,27.4,64.699998,1.37
55.4,2840,94.63,2.875,21.4,74.699996,1.42
55.44,2841,94.86,3.091,24.6,81.499996,1.46
55.48,2842,94.92,3.325,25.2,85.359997,1.5
55.52,2843,94.8,3.263,25,85.759997,1.54
55.56,2844,94.73,3.201,25.6,82.859997,1.58
55.6,2845,94.84,4.045,25,77.499998,1.61
55.64,2846,94.85,3.881,22.2,82.620001,1.66
55.68,2847,94.68,3.999,20,89.3,1.7
55.72,2849,94.58,4.061,20.6,93.499998,1.74
55.76,2850,94.55,4.041,19.2,95.619997,1.76
55.8,2851,94.32,4.225,14,100.499998,1.78
55.84,2852,93.85,4.421,12.2,104.340001,1.8
55.88,2853,93.5,4.098,13.2,105.479999,1.83
55.92,2854,93.49,4.118,13.4,104.719998,1.84
55.96,2855,93.46,4.496,13.4,103.54,1.85
56,2856,92.98,4.4,15.8,104.099999,1.88
56.04,2857,92.48,3.244,19.2,102.82,1.9
56.08,2858,92.22,3.762,20.2,99.92,1.88
56.12,2859,91.87,3.99,22.2,96.48,1.83
56.16,2860,91.31,3.424,24.8,92.619999,1.79
56.2,2861,90.94,3.02,24.2,87.499996,1.73
56.24,2862,90.98,3.256,26,82.059996,1.66
56.28,2863,91.24,3.174,30.6,71.4,1.6
56.32,2864,91.42,2.514,30.4,64.840002,1.59
56.36,2865,91.5,1.6,31,64.880001,1.6
56.4,2866,91.92,1.34,37.6,67.199998,1.61
56.44,2867,92.16,1.976,50.2,59.92,1.62
56.48,2868,91.97,1.004,48,55.399999,1.63
56.52,2869,91.8,0.15,49,53.159999,1.62
56.56,2870,92.24,0.02,50.4,50.04,1.58
56.6,2871,92.77,0.1,50.6,40.2,1.54
56.64,2872,93.24,0.504,49.8,36.44,1.5
56.68,2873,93.59,0.257,53.8,35.079999,1.45
56.72,2874,94,0.115,59.4,34.399999,1.4
56.76,2875,94.45,0.2,59.4,32.6,1.36
56.8,2876,95.06,0,64.2,27.8,1.31
56.84,2877,95.64,0.116,77.8,28.199999,1.24
56.88,2878,96.17,0.058,81,32.08,1.18
56.92,2879,96.84,0.022,96.8,35.04,1.12
56.96,2881,97.94,0.045,99.4,34.599999,1.07
57,2882,99.16,0.005,99.6,30.199999,1.03
57.04,2883,100.27,0.001,99.6,30.68,1.03
57.08,2884,101.21,0,99.8,33.62,1.05
57.12,2885,102.24,0.002,99.8,35.059999,1.08
57.16,2886,103.22,0.114,99.8,32.759998,1.1
57.2,2887,104.18,0.55,99.4,26.199999,1.12
57.24,2888,105,0.278,99.4,24.119999,1.14
57.28,2890,106,0.249,99.6,28.94,1.14
57.32,2891,107.17,0.323,99.8,34.18,1.14
57.36,2892,108.35,0.357,99.8,35.52,1.15
57.4,2893,109.36,0.205,100,30.8,1.16
57.44,2894,110.2,0.305,100,26.32,1.15
57.48,2896,111.05,0.279,100,21.72,1.12
57.52,2897,111.8,0.151,100,18.48,1.05
57.56,2898,112.45,0.01,100,17.3,0.97
57.6,2899,113.28,0.01,100,18.1,0.87
57.64,2901,114.26,0.026,100,17.379999,0.76
57.68,2902,115.32,0.444,100,12.46,0.66
57.72,2903,116.35,0.516,100,6.14,0.57
57.76,2905,117.78,0.18,100,-0.84,0.46
57.8,2906,118.88,0.06,100.2,-9.8,0.37
57.84,2907,119.38,0.448,100.2,-15.24,0.29
57.88,2909,119.68,0.383,100,-18.999999,0.19
57.92,2910,120.67,0.357,100,-19.199999,0.08
57.96,2911,122.12,0.602,100,-15.18,-0.01
58,2913,123.04,1.09,100,-7.5,-0.12
58.04,2914,123.68,0.486,100,-5.9,-0.26
58.08,2915,124.16,0.584,100,-5.02,-0.38
58.12,2917,124.92,0.454,100,-4.22,-0.5
58.16,2918,125.92,0.038,100,-4.68,-0.61
58.2,2920,126.83,0.15,100.2,-9.4,-0.71
58.24,2921,127.66,0.034,100,-14.36,-0.79
58.28,2922,127.98,0.674,100.2,-14.28,-0.85
58.32,2924,128.26,0.674,100.2,-13.36,-0.88
58.36,2925,128.54,0.107,100.2,-14.8,-0.9
58.4,2927,129.43,0.515,100,-20.799999,-0.93
58.44,2928,130.42,0.103,100,-23.76,-0.98
58.48,2930,131.57,0.198,100,-21.919999,-1.03
58.52,2931,132.36,0.2,100,-18.199999,-1.08
58.56,2932,132.78,0.078,100,-14.74,-1.14
58.6,2934,133.2,0.37,100,-12.9,-1.17
58.64,2935,133.74,0.082,100,-14.979999,-1.17
58.68,2937,134.5,0.109,100,-20.54,-1.17
58.72,2938,135.4,0.153,100,-23.94,-1.17
58.76,2940,136.32,0.096,100,-22.760001,-1.18
58.8,2941,137.16,0,100,-17.800001,-1.21
58.84,2943,137.72,0.264,100,-16.76,-1.23
58.88,2945,138.22,0.135,100,-17.76,-1.25
58.92,2946,138.9,0.063,100,-19.2,-1.26
58.96,2948,139.64,0.245,100,-19.96,-1.26
59,2949,140.42,0.625,100,-19.4,-1.27
59.04,2951,141.16,0.321,100,-18.839999,-1.28
59.08,2952,141.8,0.224,100,-18.76,-1.29
59.12,2954,142.18,0.128,100.2,-18.88,-1.3
59.16,2955,142.73,0.059,100,-18.88,-1.3
59.2,2957,143.56,0.275,100.2,-18.4,-1.31
59.24,2959,144.36,0.063,100,-18.639999,-1.31
59.28,2960,144.95,0.253,100.2,-18.819999,-1.33
59.32,2962,145.5,0.455,100,-18.54,-1.34
59.36,2963,146.2,0.478,100.2,-17.600001,-1.35
59.4,2965,146.89,0.33,100,-16,-1.35
59.44,2967,147.48,0.526,100.2,-15.2,-1.35
59.48,2968,148.04,0.614,100.2,-14.82,-1.34
59.52,2970,148.78,0.642,100.2,-14.9,-1.32
59.56,2972,149.41,0.523,100.2,-15.16,-1.31
59.6,2973,149.9,0.035,100.2,-15,-1.29
59.64,2975,150.41,0.535,100.2,-14.6,-1.28
59.68,2977,151.2,0.702,100.2,-14.26,-1.26
59.72,2978,151.96,0.718,100.2,-13.98,-1.25
59.76,2980,152.63,0.779,100.2,-14,-1.26
59.8,2982,153.29,1.095,100.2,-14.800001,-1.27
59.84,2983,153.9,0.635,100.2,-14.800001,-1.28
59.88,2985,154.27,0.829,100.2,-14.800001,-1.27
59.92,2987,154.54,1.311,100.2,-15.640001,-1.26
59.96,2989,155.26,1.728,100,-17.32,-1.26
60,2990,156.42,1.74,100,-19,-1.27
60.04,2992,157.34,1.844,100,-16.6,-1.3
60.08,2994,157.68,2.905,100,-14.08,-1.34
60.12,2996,157.61,5.237,99.6,-13.68,-1.36
60.16,2997,157.39,10.436,99.4,-15.6,-1.36
60.2,2999,157.25,21.38,73.2,-18.000001,-1.34
60.24,3001,156.44,38.592,12.4,-14.64,-1.3
60.28,3003,156.32,47.641,3.4,-9.9,-1.26
60.32,3004,155.92,53.467,3.4,-7.34,-1.24
60.36,3006,154.13,58.24,3.4,-9.92,-1.22
60.4,3008,151.14,61.36,3.4,-19.999999,-1.22
60.44,3009,149.02,57.176,3.4,-22.96,-1.21
60.48,3011,147.97,57.078,3.4,-19.98,-1.2
60.52,3013,146.56,53.426,3.2,-14.46,-1.21
60.56,3014,145.02,45.607,2.4,-9.3,-1.25
60.6,3016,143.84,40.035,2.6,-6.9,-1.29
60.64,3017,142.4,35.747,3.2,-8.34,-1.33
60.68,3019,140.27,28.393,3,-8.04,-1.36
60.72,3020,138.59,20.427,2.4,-5.56,-1.38
60.76,3022,137.93,15.84,2.6,-2.16,-1.37
60.8,3024,137.22,20.16,3.2,-0.8,-1.35
60.84,3025,135.85,30.364,2.8,-9.84,-1.33
60.88,3027,134.02,34.403,2.6,-19.360001,-1.33
60.92,3028,132.28,38.469,2.6,-27.680001,-1.33
60.96,3029,130.94,43.248,2.8,-33.44,-1.34
61,3031,129.72,43.92,2.6,-35.600001,-1.34
61.04,3032,128.03,32.836,2.6,-30.639999,-1.35
61.08,3034,126.92,22.757,2.6,-25.139999,-1.38
61.12,3035,126.62,14.491,2.8,-21.419999,-1.41
61.16,3037,126.23,8.954,3,-20.54,-1.45
61.2,3038,125.51,7.17,2.8,-22.299999,-1.51
61.24,3039,124.46,7.246,3,-27.02,-1.57
61.28,3041,123.47,6.002,3.4,-33.719999,-1.61
61.32,3042,122.95,4.596,3.4,-36.84,-1.64
61.36,3043,122.45,3.858,3.4,-33.580001,-1.64
61.4,3045,121.68,4.29,3.4,-23.9,-1.64
61.44,3046,121.1,3.81,3.2,-23.499999,-1.63
61.48,3047,120.76,3.702,3.4,-23.399999,-1.61
61.52,3049,120.23,3.678,3.4,-24.839999,-1.59
61.56,3050,119.6,3.568,3.2,-27.739999,-1.6
61.6,3051,119.12,3.32,3.2,-30.7,-1.61
61.64,3053,118.98,3.128,3.4,-27.899999,-1.61
61.68,3054,118.58,3.446,3.4,-25.039999,-1.6
61.72,3055,117.76,3.358,3.4,-24.119999,-1.6
61.76,3057,117.11,2.977,3.4,-26.679999,-1.59
61.8,3058,116.74,3.445,3.4,-33.8,-1.58
61.84,3059,116.54,2.989,3.2,-34.279998,-1.56
61.88,3061,116.21,2.632,3,-30.559999,-1.54
61.92,3062,115.44,2.592,2.6,-28.2,-1.53
61.96,3063,114.96,2.652,2.6,-30.179999,-1.52
62,3064,114.74,2.16,3.8,-36.900001,-1.5
62.04,3066,114.48,2.192,8.6,-44.740001,-1.5
62.08,3067,114.01,1.141,10.4,-51.44,-1.5
62.12,3068,113.47,0.443,11.2,-53.8,-1.51
62.16,3069,113.28,0.382,10.6,-51,-1.51
62.2,3071,113.18,0.09,9.6,-44.599998,-1.52
62.24,3072,113.1,0.526,10,-46.679998,-1.53
62.28,3073,112.85,0.617,10,-52.299998,-1.56
62.32,3074,112.2,0.533,11.4,-57.979998,-1.6
62.36,3076,111.95,0.498,8.8,-62.979999,-1.62
62.4,3077,111.7,0.79,2.6,-69.300001,-1.63
62.44,3078,111.19,0.938,3.4,-70.259998,-1.66
62.48,3079,110.58,0.822,3.4,-68.880001,-1.69
62.52,3081,110.47,0.58,2.6,-65.480001,-1.69
62.56,3082,110.47,0.357,3.6,-60.399997,-1.69
62.6,3083,109.64,0.305,10.6,-53.999998,-1.73
62.64,3084,108.91,0.257,17.4,-53.359999,-1.75
62.68,3086,108.61,0.284,16.2,-47.74,-1.74
62.72,3087,108.72,0.306,19.2,-40.1,-1.74
62.76,3088,108.32,0.324,24.8,-31.379999,-1.74
62.8,3089,107.92,0.42,26.4,-20.5,-1.7
62.84,3090,107.84,0.088,25,-12.9,-1.68
62.88,3092,107.59,0.017,24.6,-12.8,-1.69
62.92,3093,107.63,0.209,23.2,-18.64,-1.7
62.96,3094,107.74,0.457,23.4,-23.64,-1.69
63,3095,107.81,0.345,28.2,-15.8,-1.68
63.04,3096,107.35,0.793,31.6,-6.04,-1.68
63.08,3097,107.11,0.365,32.4,-16.8,-1.64
63.12,3099,107.09,0.005,34.6,-35.24,-1.59
63.16,3100,106.88,0.005,37,-54.000001,-1.57
63.2,3101,106.9,0.005,41,-71.200002,-1.56
63.24,3102,107.17,0.241,41.2,-69.680001,-1.54
63.28,3103,108,0.432,41.8,-58.68,-1.53
63.32,3105,108.49,0.542,50.8,-47.119999,-1.53
63.36,3106,108.98,0.516,53.6,-40.299999,-1.5
63.4,3107,109.39,0.28,55.2,-39.899998,-1.48
63.44,3108,109.97,0.324,55.4,-40.379999,-1.47
63.48,3109,110.64,0.26,55.2,-38.04,-1.46
63.52,3111,110.84,0.38,66.8,-33.16,-1.44
63.56,3112,111.06,0.508,70.6,-27.379999,-1.43
63.6,3113,111.46,0,80.6,-23.7,-1.42
63.64,3114,112.24,0.076,93.8,-27.059999,-1.4
63.68,3116,112.85,0.053,99.4,-27.18,-1.4
63.72,3117,113.24,0.197,99.6,-25.74,-1.4
63.76,3118,114,0.491,99.6,-25.14,-1.39
63.8,3119,114.61,0.635,99.4,-28.499999,-1.39
63.84,3121,115.34,0.659,99.4,-27.22,-1.38
63.88,3122,115.93,0.467,99.4,-20.179999,-1.37
63.92,3123,116.45,0.203,99.6,-13.419999,-1.33
63.96,3125,117.2,0.011,99.6,-10.58,-1.28
64,3126,117.7,0.035,99.6,-12.9,-1.24
64.04,3127,118.46,0.155,99.8,-18.739999,-1.21
64.08,3129,119.34,0.116,99.8,-27.52,-1.18
64.12,3130,120.17,0.09,99.8,-32.28,-1.18
64.16,3131,121.04,0.103,99.8,-30.160001,-1.17
64.2,3133,121.86,0.035,100,-22.4,-1.17
64.24,3134,122.48,0.471,99.8,-19.920001,-1.17
64.28,3135,123.37,0.232,100,-19.72,-1.16
64.32,3137,123.79,0.022,100,-21.199999,-1.15
64.36,3138,124.36,0.055,99.8,-22.88,-1.14
64.4,3139,125.27,0.055,100,-22.4,-1.14
64.44,3141,126.2,0.015,100,-20.88,-1.14
64.48,3142,127.06,0.128,99.8,-20.5,-1.14
64.52,3144,127.64,0.128,100,-21.06,-1.14
