Time,Distance,Corr Speed,Alias G Force Lat
s,m,km/h,G
89.76,4217,247.26,0.02
89.8,4219,247.63,0.02
89.84,4222,247.67,0.02
89.88,4225,248.03,0.02
89.92,4228,248.53,0.03
89.96,4230,248.64,0.02
90,4233,248.48,0.02
90.04,4236,248.7,0.02
90.08,4239,249.18,0.02
90.12,4241,249.13,0.01
90.16,4244,249.43,0.01
90.2,4247,249.95,0.01
90.24,4250,250.28,0.01
90.28,4253,250.62,0
90.32,4255,250.78,-0.01
90.36,4258,251.12,-0.01
90.4,4261,251.6,-0.02
90.44,4264,251.65,-0.03
90.48,4266,251.64,-0.03
90.52,4269,252.11,-0.03
90.56,4272,252.38,-0.03
90.6,4275,252.29,-0.02
90.64,4278,252.22,-0.01
90.68,4280,252.76,-0.01
90.72,4283,253.01,0
90.76,4286,252.85,0
90.8,4289,253.24,0.01
90.84,4292,253.84,0.02
90.88,4294,253.99,0.02
90.92,4297,254.27,0.02
90.96,4300,254.48,0.03
91,4303,254.81,0.03
91.04,4306,255.06,0.02
91.08,4309,255.11,0.02
91.12,4311,255.38,0.02
91.16,4314,255.77,0.02
91.2,4317,256,0.02
91.24,4320,256.08,0.02
91.28,4323,256.44,0.02
91.32,4326,256.69,0.03
91.36,4329,256.88,0.04
91.4,4331,256.88,0.04
91.44,4334,257.02,0.06
91.48,4337,257.36,0.06
91.52,4340,257.54,0.07
91.56,4343,257.5,0.07
91.6,4346,257.69,0.06
91.64,4348,258.2,0.05
91.68,4351,258.46,0.04
91.72,4354,258.56,0.03
91.76,4357,259.03,0.03
91.8,4360,259.49,0.02
91.84,4363,259.64,0.02
91.88,4366,259.7,0.02
91.92,4369,259.99,0.03
91.96,4372,260.33,0.03
92,4374,260.3,0.03
92.04,4377,260.38,0.03
92.08,4380,260.75,0.03
92.12,4383,260.87,0.02
92.16,4386,260.74,0.01
92.2,4389,261.02,0.01
92.24,4392,261.47,0.01
92.28,4395,261.83,0.01
92.32,4398,262.04,0.01
92.36,4400,262.22,0.02
92.4,4403,262.62,0.02
92.44,4406,262.72,0.03
92.48,4409,262.8,0.03
92.52,4412,263.08,0.03
92.56,4415,263.16,0.03
92.6,4418,263.15,0.02
92.64,4421,263.45,0.02
92.68,4424,263.98,0.02
92.72,4427,264.35,0.03
92.76,4430,264.36,0.04
92.8,4433,264.41,0.06
92.84,4436,264.55,0.06
92.88,4438,264.67,0.06
92.92,4441,265.01,0.05
92.96,4444,265.42,0.04
93,4447,265.62,0.03
93.04,4450,265.76,0.02
93.08,4453,265.63,0.02
93.12,4456,265.85,0.02
93.16,4459,266.33,0.01
