Time,Distance,Alias Vehicle Speed,Math G Force Lat Corr
s,m,km/h,G
18.88,1067,133.6,1.31
18.9,1068,133.7,1.37
18.92,1068,134.8,1.42
18.94,1069,135.1,1.48
18.96,1070,135.7,1.54
18.98,1071,136.2,1.59
19,1071,136.4,1.63
19.02,1072,136.8,1.65
19.04,1073,137.2,1.67
19.06,1074,137.3,1.69
19.08,1074,137.4,1.71
19.1,1075,137.6,1.74
19.12,1076,138.3,1.76
19.14,1077,138.3,1.78
19.16,1077,138.5,1.8
19.18,1078,138.7,1.78
19.2,1079,139.5,1.76
19.22,1080,139.4,1.78
19.24,1081,139.9,1.81
19.26,1081,140.6,1.85
19.28,1082,141.1,1.87
19.3,1083,141.4,1.89
19.32,1084,142.3,1.93
19.34,1084,142.4,1.99
19.36,1085,143.3,2.04
19.38,1086,143.3,2.06
19.4,1087,143.6,2.08
19.42,1088,143.9,2.1
19.44,1088,144.1,2.15
19.46,1089,144.4,2.19
19.48,1090,145.1,2.17
19.5,1091,145.2,2.15
19.52,1092,145.8,2.18
19.54,1093,146,2.23
19.56,1093,146.1,2.25
19.58,1094,147.2,2.27
19.6,1095,147.5,2.32
19.62,1096,147.8,2.38
19.64,1097,148.4,2.43
19.66,1097,148.4,2.46
19.68,1098,148.8,2.44
19.7,1099,148.9,2.47
19.72,1100,149.1,2.53
19.74,1101,149.7,2.58
19.76,1102,150.1,2.55
19.78,1102,150.5,2.52
19.8,1103,150.1,2.5
19.82,1104,149.9,2.42
19.84,1105,150.1,2.3
19.86,1106,149.7,2.21
19.88,1107,150.7,2.16
19.9,1107,151.1,2.16
19.92,1108,152.1,2.14
19.94,1109,152.8,2.1
19.96,1110,152.9,2.05
19.98,1111,153.1,2.01
20,1112,152.9,1.98
20.02,1113,153.1,1.98
20.04,1113,153.5,2
20.06,1114,154,2.04
20.08,1115,155,2.04
20.1,1116,154.9,2.02
20.12,1117,155.2,1.97
20.14,1118,155.2,1.91
20.16,1119,154.8,1.86
20.18,1119,155.2,1.82
20.2,1120,155.2,1.76
20.22,1121,155.3,1.67
20.24,1122,155.7,1.6
20.26,1123,155.7,1.6
20.28,1124,157,1.6
20.3,1125,157.6,1.6
20.32,1126,158.2,1.66
20.34,1126,158.8,1.73
20.36,1127,158.9,1.73
20.38,1128,159.1,1.67
20.4,1129,158.3,1.62
20.42,1130,158.3,1.6
20.44,1131,158.6,1.57
20.46,1132,159.2,1.55
20.48,1133,160.1,1.53
20.5,1134,160.4,1.51
20.52,1134,160.8,1.51
20.54,1135,160.5,1.47
20.56,1136,160.6,1.42
20.58,1137,160.9,1.42
20.6,1138,161.4,1.45
20.62,1139,162.2,1.53
20.64,1140,162.7,1.59
20.66,1141,163.8,1.7
20.68,1142,163.7,1.72
20.7,1143,163.3,1.71
20.72,1144,163.6,1.67
20.74,1144,163.3,1.64
20.76,1145,164.2,1.58
20.78,1146,163.7,1.49
20.8,1147,164.4,1.41
20.82,1148,164.3,1.46
20.84,1149,165.6,1.57
20.86,1150,166.5,1.74
20.88,1151,167.1,1.83
20.9,1152,167.5,1.87
20.92,1153,166.9,1.9
20.94,1154,166.8,1.9
20.96,1155,166.1,1.85
20.98,1155,166.1,1.81
21,1156,166.5,1.77
21.02,1157,167.2,1.73
21.04,1158,168.1,1.69
21.06,1159,168.5,1.67
21.08,1160,169.5,1.69
21.1,1161,169.4,1.72
21.12,1162,170.2,1.76
21.14,1163,170,1.79
21.16,1164,170.3,1.81
21.18,1165,170.7,1.83
21.2,1166,171.1,1.85
21.22,1167,171.5,1.87
21.24,1168,171.5,1.9
21.26,1169,172.5,1.94
21.28,1170,172.6,2
21.3,1171,173,2.05
21.32,1172,172.8,2.08
21.34,1173,172.8,2.1
21.36,1174,173.1,2.12
21.38,1175,173.1,2.1
21.4,1175,173.6,2.1
21.42,1176,173.9,2.08
21.44,1177,174.5,2.06
21.46,1178,174.7,2.04
21.48,1179,175.4,2.04
21.5,1180,175.4,2.06
21.52,1181,176,2.08
21.54,1182,176,2.06
21.56,1183,175.7,2.04
21.58,1184,175.3,2.02
21.6,1185,175.1,1.99
21.62,1186,175.9,1.99
21.64,1187,176.1,1.99
21.66,1188,176.8,2.01
21.68,1189,176.9,2.03
21.7,1190,177.5,2.03
21.72,1191,177.2,2.05
21.74,1192,177.7,2.07
21.76,1193,177.5,2.09
21.78,1194,178.3,2.09
21.8,1195,178.2,2.11
21.82,1196,178.4,2.09
21.84,1197,178.6,2.04
21.86,1198,178.8,1.96
21.88,1199,178.7,1.88
21.9,1200,179.2,1.8
21.92,1201,179.2,1.72
21.94,1202,180.1,1.65
21.96,1203,180.8,1.62
21.98,1204,180.8,1.59
22,1205,181.5,1.56
22.02,1206,181.7,1.54
22.04,1207,182.2,1.55
22.06,1208,182.6,1.57
22.08,1209,183.9,1.54
22.1,1210,183.2,1.52
22.12,1211,183.4,1.5
22.14,1212,182.5,1.48
22.16,1213,183.1,1.46
22.18,1214,182.5,1.38
22.2,1215,182.7,1.26
22.22,1216,183.3,1.14
22.24,1217,183.4,1.06
22.26,1218,184.1,1
22.28,1219,184.8,0.94
22.3,1220,185.3,0.91
22.32,1221,185.6,0.93
22.34,1223,185.8,0.9
22.36,1224,186.2,0.85
22.38,1225,186.4,0.83
22.4,1226,186.5,0.85
22.42,1227,186.8,0.82
22.44,1228,186.8,0.8
22.46,1229,187.5,0.75
22.48,1230,187.2,0.71
22.5,1231,188.1,0.66
22.52,1232,188,0.62
22.54,1233,188.9,0.59
22.56,1234,188.8,0.55
22.58,1235,189.8,0.52
22.6,1236,189.4,0.49
22.62,1237,190.4,0.47
22.64,1238,190.1,0.41
22.66,1239,190.8,0.37
22.68,1240,190.5,0.35
22.7,1241,191.4,0.31
22.72,1243,191.2,0.29
22.74,1244,191.7,0.29
22.76,1245,191.6,0.27
22.78,1246,192.3,0.29
22.8,1247,192.5,0.33
22.82,1248,192.8,0.32
22.84,1249,193,0.34
22.86,1250,193.6,0.32
22.88,1251,193.4,0.29
22.9,1252,194.5,0.26
22.92,1253,194.4,0.24
22.94,1254,194.3,0.21
22.96,1255,194.2,0.21
22.98,1257,194.9,0.19
23,1258,194.7,0.16
23.02,1259,195.4,0.14
23.04,1260,195.3,0.12
23.06,1261,196.2,0.1
23.08,1262,196,0.1
23.1,1263,196.5,0.08
23.12,1264,196.4,0.06
23.14,1265,196.7,0.06
23.16,1266,196.4,0.08
23.18,1267,197.2,0.06
23.2,1269,197.3,0.06
23.22,1270,197.9,0.04
23.24,1271,198.2,0.01
23.26,1272,198.7,0.03
23.28,1273,198.9,-0.02
23.3,1274,199.3,-0.08
23.32,1275,199.9,-0.07
23.34,1276,199.5,-0.06
23.36,1277,199.5,-0.06
23.38,1279,199,-0.04
23.4,1280,198.5,-0.02
23.42,1281,198.2,0.01
23.44,1282,198.5,0.04
23.46,1283,198.8,0.04
23.48,1284,200,0.02
23.5,1285,200.2,0.02
23.52,1286,201.4,0.04
23.54,1287,200.7,0.04
23.56,1289,201.2,0.02
23.58,1290,201.1,0
23.6,1291,201.9,0.01
23.62,1292,201.5,0.01
23.64,1293,202.4,-0.01
23.66,1294,202.3,-0.03
23.68,1295,202.4,-0.04
23.7,1296,202.4,-0.02
23.72,1298,202.7,-0.02
23.74,1299,202.9,-0.04
23.76,1300,203.2,-0.07
23.78,1301,203.5,-0.09
23.8,1302,203.9,-0.11
23.82,1303,204.8,-0.13
23.84,1304,204.5,-0.15
23.86,1305,205.4,-0.17
23.88,1307,205,-0.19
23.9,1308,205.6,-0.21
23.92,1309,205,-0.21
23.94,1310,205.8,-0.21
23.96,1311,205.8,-0.19
23.98,1312,206.4,-0.21
24,1314,206.7,-0.23
24.02,1315,207.1,-0.23
24.04,1316,207.2,-0.21
24.06,1317,207.3,-0.19
24.08,1318,207.4,-0.19
24.1,1319,207,-0.18
24.12,1320,208,-0.18
24.14,1322,207.6,-0.16
24.16,1323,208.4,-0.14
24.18,1324,208.1,-0.12
24.2,1325,208.9,-0.14
24.22,1326,209.3,-0.14
24.24,1327,209.8,-0.13
24.26,1329,209.8,-0.12
24.28,1330,209.9,-0.12
24.3,1331,210.3,-0.14
24.32,1332,209.8,-0.14
24.34,1333,210.6,-0.15
24.36,1334,210.6,-0.13
24.38,1336,211.4,-0.13
24.4,1337,211.3,-0.11
24.42,1338,211.6,-0.09
24.44,1339,211.4,-0.09
24.46,1340,211.7,-0.11
24.48,1342,212.2,-0.13
24.5,1343,212.2,-0.13
24.52,1344,213.1,-0.11
24.54,1345,212.5,-0.09
24.56,1346,213.1,-0.07
24.58,1347,212.4,-0.05
24.6,1349,213,-0.07
24.62,1350,213.2,-0.05
24.64,1351,213.7,-0.03
24.66,1352,214,-0.03
24.68,1353,214,-0.03
24.7,1355,214.8,-0.02
24.72,1356,214.3,-0.04
24.74,1357,215.2,-0.06
24.76,1358,215.1,-0.08
24.78,1359,215.6,-0.1
24.8,1361,215.8,-0.08
24.82,1362,215.8,-0.07
24.84,1363,216.2,-0.07
24.86,1364,215.8,-0.09
24.88,1365,216.7,-0.11
24.9,1367,216.5,-0.11
24.92,1368,217.1,-0.09
24.94,1369,217.3,-0.08
24.96,1370,217.5,-0.08
24.98,1371,217.8,-0.1
25,1373,217.4,-0.12
25.02,1374,218.2,-0.14
25.04,1375,218.1,-0.12
25.06,1376,218.5,-0.1
25.08,1378,218.6,-0.08
25.1,1379,218.8,-0.06
25.12,1380,219.1,-0.08
25.14,1381,219.1,-0.08
25.16,1382,219.8,-0.06
25.18,1384,219.7,-0.04
25.2,1385,220.3,-0.05
25.22,1386,220.1,-0.04
25.24,1387,220.5,-0.06
25.26,1389,220.8,-0.06
25.28,1390,220.1,-0.04
25.3,1391,220.8,-0.06
25.32,1392,220.4,-0.05
25.34,1393,221.1,-0.07
25.36,1395,221.3,-0.09
25.38,1396,221.8,-0.11
25.4,1397,222.5,-0.13
25.42,1398,221.9,-0.14
25.44,1400,222.5,-0.16
25.46,1401,222.1,-0.16
25.48,1402,222.4,-0.18
25.5,1403,222.8,-0.18
25.52,1405,222.8,-0.18
25.54,1406,223.7,-0.16
25.56,1407,223.3,-0.14
25.58,1408,223.7,-0.15
25.6,1410,223.5,-0.13
25.62,1411,223.6,-0.13
25.64,1412,224.1,-0.13
25.66,1413,223.6,-0.13
25.68,1415,224.5,-0.11
25.7,1416,224.2,-0.09
25.72,1417,224.6,-0.07
25.74,1418,225,-0.06
25.76,1420,224.8,-0.06
25.78,1421,225.7,-0.04
25.8,1422,225.4,-0.02
25.82,1423,225.8,-0.04
25.84,1425,225.7,-0.06
25.86,1426,225.7,-0.06
25.88,1427,226.6,-0.04
25.9,1428,226.3,-0.04
25.92,1430,226.7,-0.06
25.94,1431,226.7,-0.04
25.96,1432,227,-0.06
25.98,1433,227.5,-0.06
26,1435,226.9,-0.08
26.02,1436,227.5,-0.1
26.04,1437,227.7,-0.08
26.06,1439,228.2,-0.1
26.08,1440,228.8,-0.11
26.1,1441,228.2,-0.11
26.12,1442,229,-0.13
26.14,1444,228.4,-0.15
26.16,1445,229,-0.17
26.18,1446,229.5,-0.15
26.2,1447,229,-0.13
26.22,1449,229.9,-0.15
26.24,1450,229.6,-0.15
26.26,1451,230.2,-0.17
26.28,1453,230.3,-0.15
26.3,1454,229.7,-0.13
26.32,1455,230.5,-0.15
26.34,1456,230.2,-0.14
26.36,1458,230.8,-0.16
26.38,1459,231.5,-0.15
26.4,1460,231,-0.13
26.42,1462,231.5,-0.14
26.44,1463,231.4,-0.14
26.46,1464,231.5,-0.16
26.48,1465,232.1,-0.16
26.5,1467,231.5,-0.16
26.52,1468,231.6,-0.18
26.54,1469,231.5,-0.16
26.56,1471,231.5,-0.14
26.58,1472,232.1,-0.12
26.6,1473,231.5,-0.1
26.62,1475,231.7,-0.1
26.64,1476,231.7,-0.1
26.66,1477,232.1,-0.12
26.68,1478,232.7,-0.12
26.7,1480,232.3,-0.12
26.72,1481,232.9,-0.14
26.74,1482,232.9,-0.14
26.76,1484,232.9,-0.14
26.78,1485,233.6,-0.14
26.8,1486,233.3,-0.16
26.82,1487,233.6,-0.18
26.84,1489,233.9,-0.2
26.86,1490,233.6,-0.2
26.88,1491,234.4,-0.18
26.9,1493,234.1,-0.16
26.92,1494,234.4,-0.18
26.94,1495,235.1,-0.18
26.96,1497,234.7,-0.18
26.98,1498,235,-0.18
27,1499,234.7,-0.16
27.02,1501,235.2,-0.16
27.04,1502,235.7,-0.16
27.06,1503,235.4,-0.16
27.08,1505,236,-0.18
27.1,1506,236,-0.17
27.12,1507,235.9,-0.19
27.14,1508,236.7,-0.21
27.16,1510,236.3,-0.21
27.18,1511,236.8,-0.21
27.2,1512,237.3,-0.19
27.22,1514,236.6,-0.17
27.24,1515,237.3,-0.16
27.26,1516,237.4,-0.14
27.28,1518,237.4,-0.12
27.3,1519,237.9,-0.1
27.32,1520,237.6,-0.08
27.34,1522,238.1,-0.06
27.36,1523,238.7,-0.04
27.38,1524,238.2,-0.02
27.4,1526,238.8,0
27.42,1527,238.6,0.03
27.44,1528,238.3,0.05
27.46,1530,239.2,0.07
27.48,1531,239.1,0.09
27.5,1532,239.5,0.09
27.52,1534,240.1,0.11
27.54,1535,239.5,0.13
27.56,1536,239.8,0.15
27.58,1538,239.8,0.17
27.6,1539,239.8,0.15
27.62,1540,240.9,0.15
27.64,1542,240.7,0.13
27.66,1543,241,0.11
27.68,1544,241.5,0.12
27.7,1546,240.7,0.12
27.72,1547,241.1,0.1
27.74,1548,241,0.08
27.76,1550,241.1,0.06
27.78,1551,242.2,0.05
27.8,1552,242,0.06
27.82,1554,242.3,0.04
27.84,1555,242.9,0.04
27.86,1556,242,0.04
27.88,1558,242.5,0.02
27.9,1559,242.6,0.04
27.92,1561,242.5,0.06
27.94,1562,243.1,0.07
27.96,1563,243.1,0.09
27.98,1565,243.1,0.09
28,1566,243.8,0.11
28.02,1567,243.4,0.14
28.04,1569,243.6,0.16
28.06,1570,243.9,0.18
28.08,1571,243.4,0.2
28.1,1573,244,0.22
28.12,1574,243.2,0.23
28.14,1575,243.2,0.23
28.16,1577,243.1,0.23
28.18,1578,242.6,0.21
28.2,1580,242,0.18
28.22,1581,241.1,0.15
28.24,1582,240,0.13
28.26,1584,238.6,0.11
28.28,1585,237,0.09
28.3,1586,235.1,0.06
28.32,1587,233.1,0.03
28.34,1589,231,0.01
28.36,1590,229,-0.01
28.38,1591,227.1,0
28.4,1593,225.1,-0.01
28.42,1594,223.1,-0.03
28.44,1595,221.2,-0.05
28.46,1596,219.2,-0.07
28.48,1597,217.3,-0.07
28.5,1599,215.4,-0.07
28.52,1600,213.5,-0.07
28.54,1601,211.7,-0.07
28.56,1602,209.8,-0.09
28.58,1603,208.1,-0.09
28.6,1605,206.3,-0.1
28.62,1606,204.6,-0.09
28.64,1607,202.8,-0.09
28.66,1608,201,-0.09
28.68,1609,199.1,-0.13
28.7,1610,197.3,-0.17
28.72,1611,195.4,-0.19
28.74,1612,193.6,-0.19
28.76,1613,191.7,-0.19
28.78,1614,190,-0.19
28.8,1615,188.3,-0.17
28.82,1616,186.6,-0.15
28.84,1618,184.9,-0.15
28.86,1619,183,-0.17
28.88,1620,181.2,-0.17
28.9,1621,179.4,-0.15
28.92,1622,177.7,-0.13
28.94,1623,176,-0.14
28.96,1623,174.4,-0.12
28.98,1624,172.9,-0.09
29,1625,171.3,-0.07
29.02,1626,169.8,-0.05
29.04,1627,168.2,-0.05
29.06,1628,166.5,-0.03
29.08,1629,164.9,-0.02
29.1,1630,163.3,-0.01
29.12,1631,161.8,0.01
29.14,1632,160.3,0.01
29.16,1633,158.9,0.03
29.18,1634,157.4,0.03
29.2,1634,156,0.01
29.22,1635,155,-0.01
29.24,1636,153.6,-0.01
29.26,1637,152.2,-0.01
29.28,1638,150.8,0.01
29.3,1639,149.4,-0.01
29.32,1640,148,-0.03
29.34,1640,147.5,-0.03
29.36,1641,146.3,-0.01
29.38,1642,145.1,0.01
29.4,1643,143.9,-0.01
29.42,1644,142.6,-0.03
29.44,1644,141.7,-0.05
29.46,1645,141.1,-0.05
29.48,1646,140.8,-0.07
29.5,1647,139.7,-0.09
29.52,1647,138.5,-0.11
29.54,1648,137.3,-0.09
29.56,1649,136.1,-0.07
29.58,1650,134.7,-0.09
29.6,1651,133.4,-0.07
29.62,1651,132.1,-0.05
29.64,1652,130.9,-0.03
29.66,1653,129.7,-0.01
29.68,1653,128.4,0.01
29.7,1654,127,0.02
29.72,1655,125.7,0.04
29.74,1656,124.9,0.06
29.76,1656,124.5,0.08
29.78,1657,123.8,0.1
29.8,1658,122.6,0.14
29.82,1658,121.5,0.16
29.84,1659,120.3,0.18
29.86,1660,118.9,0.2
29.88,1660,117.6,0.23
29.9,1661,116.5,0.27
29.92,1662,115.9,0.31
29.94,1662,115.1,0.34
29.96,1663,114.3,0.37
29.98,1663,113.4,0.4
30,1664,112.5,0.42
30.02,1665,111.6,0.44
30.04,1665,110.9,0.48
30.06,1666,110.3,0.57
30.08,1667,109.9,0.66
30.1,1667,109.1,0.7
30.12,1668,108.3,0.73
30.14,1668,107.4,0.75
30.16,1669,106.5,0.78
30.18,1670,105.8,0.85
30.2,1670,105.6,0.95
30.22,1671,105.1,1.02
30.24,1671,104.6,1.08
30.26,1672,104.2,1.15
30.28,1672,103.4,1.22
30.3,1673,102.6,1.3
30.32,1674,102.3,1.37
30.34,1674,101.6,1.45
30.36,1675,101,1.54
30.38,1675,100.7,1.57
30.4,1676,100.3,1.59
30.42,1676,99.7,1.62
30.44,1677,99.1,1.64
30.46,1678,98.5,1.67
30.48,1678,98.3,1.71
30.5,1679,97.8,1.75
30.52,1679,97.3,1.79
30.54,1680,96.8,1.81
30.56,1680,96.5,1.81
30.58,1681,96,1.83
30.6,1681,95.4,1.85
30.62,1682,95,1.84
30.64,1682,95,1.84
30.66,1683,94.5,1.86
30.68,1683,94,1.88
30.7,1684,93.6,1.88
30.72,1684,93.1,1.86
30.74,1685,92.6,1.84
30.76,1685,92.2,1.82
30.78,1686,91.7,1.84
30.8,1686,91.6,1.87
30.82,1687,91,1.92
30.84,1688,90.5,1.94
30.86,1688,90,1.95
30.88,1689,89.9,1.93
30.9,1689,89.6,1.91
30.92,1690,89.1,1.89
30.94,1690,88.6,1.89
30.96,1690,88.1,1.91
30.98,1691,87.9,1.93
31,1691,87.5,1.95
31.02,1692,87,1.97
31.04,1692,86.6,1.97
31.06,1693,86.2,1.95
31.08,1693,85.8,1.93
31.1,1694,85.6,1.91
31.12,1694,85.2,1.9
31.14,1695,84.7,1.92
31.16,1695,84.5,1.95
31.18,1696,84.1,1.97
31.2,1696,83.6,1.97
31.22,1697,83.1,1.95
31.24,1697,82.7,1.93
31.26,1698,82.2,1.9
31.28,1698,81.8,1.88
31.3,1699,81.3,1.87
31.32,1699,80.8,1.89
31.34,1699,80.7,1.92
31.36,1700,80.6,1.94
31.38,1700,80.6,1.93
31.4,1701,80.1,1.91
31.42,1701,79.7,1.88
31.44,1702,79.2,1.86
31.46,1702,78.8,1.85
31.48,1703,78.4,1.86
31.5,1703,77.9,1.89
31.52,1703,77.8,1.96
31.54,1704,78.1,2.03
31.56,1704,77.8,2.06
31.58,1705,77.3,2.02
31.6,1705,76.9,1.94
31.62,1706,76.6,1.87
31.64,1706,76.2,1.84
31.66,1706,75.7,1.84
31.68,1707,75.3,1.89
31.7,1707,74.9,1.94
31.72,1708,74.8,1.98
31.74,1708,74.8,2.01
31.76,1708,74.3,2.01
31.78,1709,74.3,1.99
31.8,1709,73.9,1.97
31.82,1710,73.5,1.95
31.84,1710,73.4,1.93
31.86,1711,73.4,1.93
31.88,1711,73.1,1.98
31.9,1711,73,2.03
31.92,1712,72.8,2.05
31.94,1712,72.5,2.03
31.96,1713,72.5,2
31.98,1713,72.3,1.98
32,1713,72,1.98
32.02,1714,71.8,2
32.04,1714,71.8,1.99
32.06,1715,72.5,1.95
32.08,1715,72.7,1.92
32.1,1715,72.5,1.9
32.12,1716,72.5,1.88
32.14,1716,72.4,1.88
32.16,1717,72.7,1.9
32.18,1717,73.3,1.92
32.2,1717,73.3,1.92
32.22,1718,74,1.89
32.24,1718,74.5,1.87
32.26,1719,74.8,1.85
32.28,1719,74.9,1.83
32.3,1719,74.9,1.81
32.32,1720,75.2,1.79
32.34,1720,75.7,1.81
32.36,1721,76.3,1.82
32.38,1721,76.3,1.8
32.4,1722,76.5,1.78
32.42,1722,76.6,1.76
32.44,1722,76.6,1.72
32.46,1723,77,1.68
32.48,1723,77.1,1.65
32.5,1724,77.1,1.63
32.52,1724,77.5,1.65
32.54,1725,78,1.67
32.56,1725,78.7,1.67
32.58,1725,79.1,1.65
32.6,1726,79.1,1.62
32.62,1726,79.4,1.57
32.64,1727,79.7,1.51
32.66,1727,80.6,1.48
32.68,1728,81.2,1.5
32.7,1728,81.8,1.52
32.72,1729,82.4,1.51
32.74,1729,82.4,1.53
32.76,1730,82.9,1.53
32.78,1730,83.2,1.55
32.8,1730,83.4,1.55
32.82,1731,83.8,1.53
32.84,1731,84.4,1.51
32.86,1732,84.9,1.53
32.88,1732,85.2,1.51
32.9,1733,85.2,1.49
32.92,1733,85.6,1.51
32.94,1734,86,1.54
32.96,1734,86.3,1.58
32.98,1735,86.7,1.62
33,1735,87.2,1.64
33.02,1736,88,1.64
33.04,1736,88.3,1.61
33.06,1737,88.7,1.57
33.08,1737,89,1.53
33.1,1738,89.5,1.51
33.12,1738,89.8,1.49
33.14,1739,90.3,1.47
33.16,1739,90.3,1.45
33.18,1740,90.9,1.41
33.2,1740,91.6,1.38
33.22,1741,91.9,1.36
33.24,1741,92.2,1.33
33.26,1742,92.8,1.29
33.28,1742,92.8,1.25
33.3,1743,94.1,1.22
33.32,1743,94.7,1.2
33.34,1744,95.4,1.18
33.36,1744,96.4,1.16
33.38,1745,96.8,1.14
33.4,1745,97.3,1.14
33.42,1746,97.8,1.12
33.44,1747,98.5,1.1
33.46,1747,99,1.08
33.48,1748,99.5,1.1
33.5,1748,100.3,1.12
33.52,1749,101.6,1.12
33.54,1749,101.8,1.09
33.56,1750,102.5,1.06
33.58,1751,103,1.04
33.6,1751,103.8,1.06
33.62,1752,104.6,1.09
33.64,1752,104.9,1.09
33.66,1753,106,1.09
33.68,1753,106.4,1.1
33.7,1754,106.7,1.09
33.72,1755,107.9,1.07
33.74,1755,109.3,1.06
33.76,1756,109.6,1.05
33.78,1756,109.7,1.08
33.8,1757,110.2,1.08
33.82,1758,110.3,1.05
33.84,1758,110.6,0.98
33.86,1759,111.7,0.95
33.88,1760,111.8,0.95
33.9,1760,112.3,0.92
33.92,1761,112.8,0.86
33.94,1761,113.7,0.81
33.96,1762,114.4,0.77
33.98,1763,114.9,0.74
34,1763,115.6,0.69
34.02,1764,115.9,0.65
34.04,1765,116.3,0.65
34.06,1765,117.5,0.63
34.08,1766,118,0.61
34.1,1767,118.4,0.59
34.12,1767,118.9,0.57
34.14,1768,119.7,0.58
34.16,1769,119.9,0.59
34.18,1769,120.4,0.57
34.2,1770,121.1,0.55
34.22,1771,121.8,0.53
34.24,1771,122.4,0.51
34.26,1772,122.9,0.49
34.28,1773,123.1,0.47
34.3,1773,123.8,0.45
34.32,1774,124.3,0.43
34.34,1775,124.6,0.41
34.36,1776,125.3,0.39
34.38,1776,126,0.37
34.4,1777,126.2,0.35
34.42,1778,127.2,0.33
34.44,1778,127.7,0.31
34.46,1779,128.2,0.29
34.48,1780,128.3,0.27
34.5,1780,128.7,0.25
34.52,1781,128.8,0.23
34.54,1782,129.9,0.21
34.56,1783,130.6,0.19
34.58,1783,130.9,0.17
34.6,1784,131.7,0.15
34.62,1785,131.9,0.13
34.64,1786,132.7,0.09
34.66,1786,134.2,0.08
34.68,1787,133.9,0.08
34.7,1788,134.4,0.05
34.72,1789,134.9,0.01
34.74,1789,135.4,-0.02
34.76,1790,135.8,-0.02
34.78,1791,135.7,-0.03
34.8,1792,136,-0.03
34.82,1792,136.2,-0.03
34.84,1793,136.4,-0.02
34.86,1794,136.8,-0.03
34.88,1795,137.6,-0.03
34.9,1795,138.1,-0.01
34.92,1796,138.4,0
34.94,1797,138.9,-0.01
34.96,1798,139.4,-0.02
34.98,1799,139.3,0
35,1799,140,0
35.02,1800,140.7,-0.03
35.04,1801,141.4,-0.06
35.06,1802,141.9,-0.07
35.08,1802,142.1,-0.07
35.1,1803,142.6,-0.08
35.12,1804,143,-0.1
35.14,1805,143.3,-0.12
35.16,1806,143.5,-0.12
35.18,1806,144.2,-0.1
35.2,1807,144.8,-0.1
35.22,1808,145.7,-0.1
35.24,1809,145.5,-0.08
35.26,1810,145.9,-0.06
35.28,1811,146.1,-0.06
35.3,1811,146.3,-0.06
35.32,1812,147.1,-0.08
35.34,1813,147.7,-0.08
35.36,1814,148.6,-0.08
35.38,1815,148.8,-0.1
35.4,1815,148.8,-0.1
35.42,1816,149.3,-0.06
35.44,1817,149.4,-0.06
35.46,1818,150.4,-0.07
35.48,1819,150.5,-0.08
35.5,1820,150.8,-0.05
35.52,1820,151.6,-0.1
35.54,1821,152,-0.13
35.56,1822,152.8,-0.13
35.58,1823,152.8,-0.13
35.6,1824,153,-0.16
35.62,1825,153.8,-0.16
35.64,1826,153.8,-0.15
35.66,1826,154.7,-0.15
35.68,1827,155.4,-0.15
35.7,1828,155.1,-0.15
35.72,1829,155.7,-0.13
35.74,1830,155.6,-0.1
35.76,1831,156.3,-0.06
35.78,1832,156.4,-0.08
35.8,1833,156.8,-0.06
35.82,1833,157.5,-0.04
35.84,1834,158,-0.02
35.86,1835,158.6,0
35.88,1836,158.9,0
35.9,1837,159,0.02
35.92,1838,159.4,0.04
35.94,1839,159.9,0.06
35.96,1840,160.4,0.08
35.98,1841,160.8,0.1
36,1841,161.2,0.12
36.02,1842,161.6,0.14
36.04,1843,161.7,0.16
36.06,1844,161.9,0.14
36.08,1845,162.4,0.16
36.1,1846,162.9,0.18
36.12,1847,163.4,0.2
36.14,1848,164,0.22
36.16,1849,164.7,0.24
36.18,1850,164.6,0.26
36.2,1851,164.8,0.28
36.22,1851,165.2,0.29
36.24,1852,165.5,0.31
36.26,1853,165.9,0.31
36.28,1854,166.3,0.33
36.3,1855,166.9,0.35
36.32,1856,167,0.37
36.34,1857,167.5,0.36
36.36,1858,168.1,0.38
36.38,1859,168.5,0.4
36.4,1860,168.9,0.42
36.42,1861,168.9,0.44
36.44,1862,169.4,0.46
36.46,1863,169.3,0.48
36.48,1864,170.1,0.5
36.5,1865,170.3,0.52
36.52,1866,170.7,0.5
36.54,1866,171.4,0.5
36.56,1867,171.8,0.52
36.58,1868,172.2,0.54
36.6,1869,172.4,0.56
36.62,1870,172.6,0.58
36.64,1871,172.7,0.6
36.66,1872,173.4,0.62
36.68,1873,173.4,0.62
36.7,1874,174.3,0.6
36.72,1875,174.3,0.62
36.74,1876,174.1,0.64
36.76,1877,174.4,0.66
36.78,1878,174.9,0.66
36.8,1879,175.3,0.68
36.82,1880,175,0.7
36.84,1881,175.3,0.68
36.86,1882,175.1,0.66
36.88,1883,175.9,0.68
36.9,1884,176,0.7
36.92,1885,177,0.68
36.94,1886,177,0.66
36.96,1887,177.2,0.68
36.98,1888,177.5,0.68
37,1889,177.4,0.66
37.02,1890,177.8,0.66
37.04,1891,178.4,0.68
37.06,1892,179.1,0.72
37.08,1893,179.6,0.75
37.1,1894,180.1,0.78
37.12,1895,179.9,0.8
37.14,1896,180.2,0.82
37.16,1897,180,0.81
37.18,1898,180.7,0.83
37.2,1899,180.9,0.85
37.22,1900,181.9,0.87
37.24,1901,181.9,0.89
37.26,1902,182.6,0.89
37.28,1903,182.3,0.87
37.3,1904,182.4,0.85
37.32,1905,182.6,0.85
37.34,1906,182.9,0.87
37.36,1907,183.6,0.89
